Input.turn_id,Input.query,Input.passage_id,Input.passage,Input.relevance_score,answerable_sentences,unanswerable_sentences
88_10,What is the historical importance of the confessional millet system in the development of national identities?,CAR_376eb4a303902a6fc8aa772c515cd198e57e8147,"During the early nineteenth century, national elites used ethno-linguistic principles to differentiate between 'Bulgarian' and 'Greek' identity into the Rum millet. The Bulgarian Slavs, wanted to create their own schools in a common modern literary standard. By the middle of the century, Bulgarian activists shifted their attention from language to religion and started debate on the establishment of a separate Bulgarian church. As a consequence, until the 1870s, the focus of the Bulgarian National Revival switched to the struggle for a Bulgarian Church, independent from the Patriarchate of Constantinople. Cultural, administrative and even political independence from the Patriarchate could only be obtained through the establishment of a separate millet or nation. The coordinated actions aimed at the recognition of a separate millet constitute the so-called 'Church Struggle'. The actions were carried out by Bulgarian national leaders and supported by the majority of the Slavic population in today Bulgaria, Eastern Serbia, Republic of Macedonia and Northern Greece.",3,"{'Cultural, administrative and even political independence from the Patriarchate could only be obtained through the establishment of a separate millet or nation.', ""During the early nineteenth century, national elites used ethno-linguistic principles to differentiate between 'Bulgarian' and 'Greek' identity into the Rum millet.""}","{'The Bulgarian Slavs, wanted to create their own schools in a common modern literary standard.', 'As a consequence, until the 1870s, the focus of the Bulgarian National Revival switched to the struggle for a Bulgarian Church, independent from the Patriarchate of Constantinople.', 'The actions were carried out by Bulgarian national leaders and supported by the majority of the Slavic population in today Bulgaria, Eastern Serbia, Republic of Macedonia and Northern Greece.', ""The coordinated actions aimed at the recognition of a separate millet constitute the so-called 'Church Struggle'."", 'By the middle of the century, Bulgarian activists shifted their attention from language to religion and started debate on the establishment of a separate Bulgarian church.'}"
88_10,What is the historical importance of the confessional millet system in the development of national identities?,CAR_5c2388878bbb52b5142a0d4a3d347fddef7612cd,"The Bulgarian 'Church Struggle' was resolved with a Sultan decree in 1870, which established the Bulgarian Exarchate.  The act also instituted the Bulgarian Millet - an entity combining the modern notion for a nation with the Ottoman principle of Millet. It also turned the Bulgarian Exarch into both a religious leader and an administrative head of the Millet. The new entity enjoyed internal cultural and administrative autonomy. However, it excluded non-Orthodox Bulgarians and, thus, failed to embrace all representatives of the Bulgarian ethnos. Scholars argue that the millet system was instrumental to transforming the Bulgarian Exarchate into an entity that promoted ethnoreligious nationalism amongst Orthodox Bulgarians.",3,"{'The act also instituted the Bulgarian Millet - an entity combining the modern notion for a nation with the Ottoman principle of Millet.', 'Scholars argue that the millet system was instrumental to transforming the Bulgarian Exarchate into an entity that promoted ethnoreligious nationalism amongst Orthodox Bulgarians.'}","{""The Bulgarian 'Church Struggle' was resolved with a Sultan decree in 1870, which established the Bulgarian Exarchate."", 'The new entity enjoyed internal cultural and administrative autonomy.', 'It also turned the Bulgarian Exarch into both a religious leader and an administrative head of the Millet.', 'However, it excluded non-Orthodox Bulgarians and, thus, failed to embrace all representatives of the Bulgarian ethnos.'}"
88_10,What is the historical importance of the confessional millet system in the development of national identities?,CAR_6d330bdc25870da79c85012a68823a6fbc7af2f9,"National consciousness developed in Bosnia and Herzegovina among the three ethnic groups in the 19th century, with national identities having had a major impact from the Millet system in place in Ottoman society (where 'religion and nationality were closely intertwined and often synonyms'). During Ottoman rule, there was a clear distinction between Muslims and non-Muslims. There were different tax categories and clothes, but only in the late 18th- and early 19th century 'the differentiations develop into ethnic and national forms of identification', according to Soeren Keil. The bordering countries of Serbia and Croatia consequently laid claim to Bosnia and Herzegovina; a combination of religion, ethnic identity and territorial claim was the basis for the three distinct nations.",3,"{""National consciousness developed in Bosnia and Herzegovina among the three ethnic groups in the 19th century, with national identities having had a major impact from the Millet system in place in Ottoman society (where 'religion and nationality were closely intertwined and often synonyms')."", 'The bordering countries of Serbia and Croatia consequently laid claim to Bosnia and Herzegovina; a combination of religion, ethnic identity and territorial claim was the basis for the three distinct nations.', ""There were different tax categories and clothes, but only in the late 18th- and early 19th century 'the differentiations develop into ethnic and national forms of identification', according to Soeren Keil.""}","{'During Ottoman rule, there was a clear distinction between Muslims and non-Muslims.'}"
88_2,What was the role of slavery in the labor system of the Ottoman Empire?,CAR_07bc810fd3b3f7c3e9d3bd1c0216f59f222dc43f,"In practice, slaves played various social and economic roles, from Emir to worker. Slaves were widely employed in irrigation, mining, pastoralism, and the army. Some rulers even relied on military and administrative slaves to such a degree that they seized power. In some cases, the treatment of slaves was so harsh that it led to uprisings, such as the Zanj Rebellion. However, this was an exception rather than the norm, as the vast majority of labor in the medieval Islamic world consisted of free, paid labour. For a variety of reasons, internal growth of the slave population was not enough to fulfill the demand in Muslim society. This resulted in massive importation, which involved enormous suffering and loss of life from the capture and transportation of slaves from non-Muslim lands. In theory, slavery in Islamic law does not have a racial or color component, although this has not always been the case in practice.",3,"{'However, this was an exception rather than the norm, as the vast majority of labor in the medieval Islamic world consisted of free, paid labour.', 'In practice, slaves played various social and economic roles, from Emir to worker.', 'Some rulers even relied on military and administrative slaves to such a degree that they seized power.', 'Slaves were widely employed in irrigation, mining, pastoralism, and the army.'}","{'In theory, slavery in Islamic law does not have a racial or color component, although this has not always been the case in practice.', 'For a variety of reasons, internal growth of the slave population was not enough to fulfill the demand in Muslim society.', 'In some cases, the treatment of slaves was so harsh that it led to uprisings, such as the Zanj Rebellion.', 'This resulted in massive importation, which involved enormous suffering and loss of life from the capture and transportation of slaves from non-Muslim lands.'}"
88_2,What was the role of slavery in the labor system of the Ottoman Empire?,CAR_2be2d955549e891e36c084e2ae137f7d7774d14f,"Slavery in the Ottoman Empire was a legal and significant part of the Ottoman Empire's economy and society. The main sources of slaves were war captives and organized enslavement expeditions in Africa and Circassia in the Caucasus. It has been reported that the selling price of slaves fell after large military operations.  Enslavement of Caucasians was banned in the early 19th century, while slaves from other groups were allowed. In Constantinople (present-day Istanbul), the administrative and political center of the Empire, about a fifth of the population consisted of slaves in 1609.",3,"{'In Constantinople (present-day Istanbul), the administrative and political center of the Empire, about a fifth of the population consisted of slaves in 1609.', 'It has been reported that the selling price of slaves fell after large military operations.', ""Slavery in the Ottoman Empire was a legal and significant part of the Ottoman Empire's economy and society.""}","{'Enslavement of Caucasians was banned in the early 19th century, while slaves from other groups were allowed.', 'The main sources of slaves were war captives and organized enslavement expeditions in Africa and Circassia in the Caucasus.'}"
88_2,What was the role of slavery in the labor system of the Ottoman Empire?,CAR_4c3d06704732280aae6957cd9eaa4198bd599905,"Slavery was a part of Ottoman society, with most slaves employed as domestic servants. Agricultural slavery, such as that which was widespread in the Americas, was relatively rare. Unlike systems of chattel slavery, slaves under Islamic law were not regarded as movable property, but maintained basic, though limited, rights. This gave them a degree of protection against abuse. Female slaves were still sold in the Empire as late as 1908. During the 19th century the Empire came under pressure from Western European countries to outlaw the practice. Policies developed by various Sultans throughout the 19th century attempted to curtail the slave trade but, since slavery did have centuries of religious backing and sanction, they never directly abolished the institution outright.",3,"{'Policies developed by various Sultans throughout the 19th century attempted to curtail the slave trade but, since slavery did have centuries of religious backing and sanction, they never directly abolished the institution outright.', 'Agricultural slavery, such as that which was widespread in the Americas, was relatively rare.', 'This gave them a degree of protection against abuse.', 'Unlike systems of chattel slavery, slaves under Islamic law were not regarded as movable property, but maintained basic, though limited, rights.', 'Slavery was a part of Ottoman society, with most slaves employed as domestic servants.', 'Female slaves were still sold in the Empire as late as 1908.'}",{'During the 19th century the Empire came under pressure from Western European countries to outlaw the practice.'}
88_2,What was the role of slavery in the labor system of the Ottoman Empire?,CAR_d1a956a34d2855a262a5245acb6d4f5c8d6ef119,"Slavery was a legal and important part of the economy of the Ottoman Empire and Ottoman society until the slavery of Caucasians was banned in the early 19th century, although slaves from other groups were allowed. In Constantinople (present-day Istanbul), the administrative and political center of the Empire, about a fifth of the population consisted of slaves in 1609. Even after several measures to ban slavery in the late 19th century, the practice continued largely unfazed into the early 20th century. As late as 1908, female slaves were still sold in the Ottoman Empire. Sexual slavery was a central part of the Ottoman slave system throughout the history of the institution.",3,"{'Slavery was a legal and important part of the economy of the Ottoman Empire and Ottoman society until the slavery of Caucasians was banned in the early 19th century, although slaves from other groups were allowed.', 'Sexual slavery was a central part of the Ottoman slave system throughout the history of the institution.', 'As late as 1908, female slaves were still sold in the Ottoman Empire.', 'In Constantinople (present-day Istanbul), the administrative and political center of the Empire, about a fifth of the population consisted of slaves in 1609.'}","{'Even after several measures to ban slavery in the late 19th century, the practice continued largely unfazed into the early 20th century.'}"
88_2,What was the role of slavery in the labor system of the Ottoman Empire?,CAR_da425708886337713ed7201040555d1f7bc46077,"The strong abolitionist movement in the 19th century in England and later in other Western countries influenced slavery in Muslim lands. Though the 'position of the domestic slave in Muslim society was in most respects better than in either classical antiquity or the nineteenth-century Americas', thanks to regulation by Sharia law, the enlightened incentives and opportunities for slaves to be emancipated meant there was a strong market for new slaves and thus strong incentive to enslave and sell human beings. Appalling loss of life and hardships often resulted from the processes of acquisition and transportation of slaves to Muslim lands and this drew the attention of European opponents of slavery. The continuing pressure from European countries eventually overcame the strong resistance of religious conservatives who were holding that forbidding what God permits is just as great an offence as to permit what God forbids. Slavery, in their eyes, was 'authorized and regulated by the holy law'. Even masters persuaded of their own piety and benevolence sexually exploited their concubines, without a thought of whether this constituted a violation of their humanity. There were also many pious Muslims who refused to have slaves and persuaded others to do so. Eventually, the Ottoman Empire's orders against the traffic of slaves were issued and put into effect.",2,"{""Eventually, the Ottoman Empire's orders against the traffic of slaves were issued and put into effect."", ""Though the 'position of the domestic slave in Muslim society was in most respects better than in either classical antiquity or the nineteenth-century Americas', thanks to regulation by Sharia law, the enlightened incentives and opportunities for slaves to be emancipated meant there was a strong market for new slaves and thus strong incentive to enslave and sell human beings."", 'Even masters persuaded of their own piety and benevolence sexually exploited their concubines, without a thought of whether this constituted a violation of their humanity.', ""Slavery, in their eyes, was 'authorized and regulated by the holy law'."", 'There were also many pious Muslims who refused to have slaves and persuaded others to do so.'}","{'The strong abolitionist movement in the 19th century in England and later in other Western countries influenced slavery in Muslim lands.', 'The continuing pressure from European countries eventually overcame the strong resistance of religious conservatives who were holding that forbidding what God permits is just as great an offence as to permit what God forbids.', 'Appalling loss of life and hardships often resulted from the processes of acquisition and transportation of slaves to Muslim lands and this drew the attention of European opponents of slavery.'}"
88_3,How did the Ottoman Empire govern?,CAR_13722610770a00b90b859bb39d882a66cf5feef8,"The Ottoman Empire's sovereignty was embodied in the dynasty of Osman I, who was its founder and namesake. His family had ruled since 1299 in an unbroken lineage throughout the empire's history. The Ottoman dynasty (as Sultan) maintained supreme authority over the Ottoman Empire's polity. The sultan was the empire's sole and absolute regent, head of state and head of government. The Grand Viziers and polity established by the Ottoman Constitution functioned at the pleasure of the Sultan.",4,"{""The Ottoman dynasty (as Sultan) maintained supreme authority over the Ottoman Empire's polity."", ""The sultan was the empire's sole and absolute regent, head of state and head of government."", 'The Grand Viziers and polity established by the Ottoman Constitution functioned at the pleasure of the Sultan.'}","{""His family had ruled since 1299 in an unbroken lineage throughout the empire's history."", ""The Ottoman Empire's sovereignty was embodied in the dynasty of Osman I, who was its founder and namesake.""}"
88_3,How did the Ottoman Empire govern?,CAR_2c19dd9aff94bb1cafae48789df2e79b4616e6f2,"Following the Turkish conquest of Constantinople in 1453, the Ottoman Sultan Mehmed II established the Millet System, according to which the different ethnic groups within Constantinople and the rest of the Ottoman Empire were to be governed by a group of institutions based on faith. For this purpose, Mehmed II also founded previously non-existent religious authorities such as the Armenian Patriarchate of Constantinople in 1461. Earlier, the Byzantines considered the Armenian Church as heretic and did not allow the Armenians to have churches inside the walls of Constantinople. Several Armenian saints, such as Saint Narses, were exiled and imprisoned in the Princes' Islands near Constantinople, in the Sea of Marmara. With the Millet System, a great deal of the internal affairs regarding these communities were assigned to the administration of these religious authorities; such as the Ecumenical Patriarchate for the affairs of all Orthodox Christians, the Armenian Patriarchate for the affairs of the Armenian (and for some time also the Syriac) Christians, and later the Chief Rabbi for the affairs of the Jews.",3,"{'For this purpose, Mehmed II also founded previously non-existent religious authorities such as the Armenian Patriarchate of Constantinople in 1461.', 'With the Millet System, a great deal of the internal affairs regarding these communities were assigned to the administration of these religious authorities; such as the Ecumenical Patriarchate for the affairs of all Orthodox Christians, the Armenian Patriarchate for the affairs of the Armenian (and for some time also the Syriac) Christians, and later the Chief Rabbi for the affairs of the Jews.', 'Following the Turkish conquest of Constantinople in 1453, the Ottoman Sultan Mehmed II established the Millet System, according to which the different ethnic groups within Constantinople and the rest of the Ottoman Empire were to be governed by a group of institutions based on faith.'}","{'Earlier, the Byzantines considered the Armenian Church as heretic and did not allow the Armenians to have churches inside the walls of Constantinople.', ""Several Armenian saints, such as Saint Narses, were exiled and imprisoned in the Princes' Islands near Constantinople, in the Sea of Marmara.""}"
88_3,How did the Ottoman Empire govern?,CAR_2cbaf1d1cc7e2777189dd77bf906e2ee24de3935,"The Ottoman Empire was governed through a top-down hierarchy with all authority ultimately residing with the sultan. As the empire began aggressively acquiring vast territories with diverse populations, the imperial authority adopted the timar system to rule over these lands and foster a steady source of tax revenue. Choosing from members of the ulema (religious and legal scholars), the berats of the sultan appointed a kadi to a district. Within each district, a bey from the military class carried out the sultan’s executive authority while the kadi represented his legal authority. The division of power between these two authorities produced a delicate balance; the bey needed a kadi’s judgement to punish a subject, and the kadi could not carry out his own rulings. According to Amy Singer, “It was to them that peasants brought their complaints of abusive behavior suffered at the hands of the sipahis and others.” Although the kadi also often abused their authority, the division of power allowed the tax paying class to have their grievances addressed without involving the far-away imperial authority. The power vested in the kadi allowed them to protect the legitimacy of the timar system while also securing the empire’s tax base.",3,"{'The division of power between these two authorities produced a delicate balance; the bey needed a kadi’s judgement to punish a subject, and the kadi could not carry out his own rulings.', 'The power vested in the kadi allowed them to protect the legitimacy of the timar system while also securing the empire’s tax base.', 'The Ottoman Empire was governed through a top-down hierarchy with all authority ultimately residing with the sultan.', 'Within each district, a bey from the military class carried out the sultan’s executive authority while the kadi represented his legal authority.', 'Choosing from members of the ulema (religious and legal scholars), the berats of the sultan appointed a kadi to a district.', 'As the empire began aggressively acquiring vast territories with diverse populations, the imperial authority adopted the timar system to rule over these lands and foster a steady source of tax revenue.', 'According to Amy Singer, “It was to them that peasants brought their complaints of abusive behavior suffered at the hands of the sipahis and others.” Although the kadi also often abused their authority, the division of power allowed the tax paying class to have their grievances addressed without involving the far-away imperial authority.'}",set()
88_3,How did the Ottoman Empire govern?,CAR_40914ecde09272a40618461e99c62696a886986d,"Continuation of the system depended heavily on centralist state control of land possession and labor. An important aspect of this was the state's (i.e. the sultan's) absolute ownership of all land, and 'this lack of private ownership reinforced the core of the patrimonial system: the ruler's ability to maintain and secure his position'; however, it is important to note the complexity of the reality of land ownership during the entirety of Ottoman rule. This complexity is the reason why historian Attila Aytekin calls absolute land ownership in the empire a 'legal fiction.' The reality was defined by a tension between provincial agents and state control. The state's main concerns about the çift-hane system for much of the Ottoman reign were maintaining the integrity of family farms, keeping peasants on the land, and ensuring the protection of subsistence crops.",3,"{""An important aspect of this was the state's (i.e."", ""The state's main concerns about the çift-hane system for much of the Ottoman reign were maintaining the integrity of family farms, keeping peasants on the land, and ensuring the protection of subsistence crops."", ""This complexity is the reason why historian Attila Aytekin calls absolute land ownership in the empire a 'legal fiction.'"", 'Continuation of the system depended heavily on centralist state control of land possession and labor.', ""the sultan's) absolute ownership of all land, and 'this lack of private ownership reinforced the core of the patrimonial system: the ruler's ability to maintain and secure his position'; however, it is important to note the complexity of the reality of land ownership during the entirety of Ottoman rule."", 'The reality was defined by a tension between provincial agents and state control.'}",set()
88_3,How did the Ottoman Empire govern?,CAR_f5c6a44da73170943b37bb6e5be690891fca40e1,"The central bureaucracy dealt with the encroachment of local lords and provincial agents attempting to become provincial gentry from the 16th century onwards. The Ottoman state maintained the system by declaring dry-farming regions to be state owned and by protecting the integrity of the peasant household. The Ottoman state wanted all lands in the form of çiftlik in order to prevent the land's integration into landed properties and partition into smaller units. For this same reason, the central state often reassigned provincial governors to prevent them from acquiring loyalties. The system of timar-holding upheld this state centralism because the labor of the peasants helped maintain the military exploits of the empire—providing not only revenue but labor in the form of land cultivation and collection of firewood and straw for military families. However, the peasants resented these direct forms of servitude towards land holders, which is why the central state sought to maintain or even convert land to the çiftlik form of taxation. A main concern of the state was to keep peasants on the land, which was why peasants were not allowed to relocate. Land holders were incentivized to keep peasants on the land because peasant work was their main source of revenue.",3,"{'Land holders were incentivized to keep peasants on the land because peasant work was their main source of revenue.', 'However, the peasants resented these direct forms of servitude towards land holders, which is why the central state sought to maintain or even convert land to the çiftlik form of taxation.', 'The central bureaucracy dealt with the encroachment of local lords and provincial agents attempting to become provincial gentry from the 16th century onwards.', 'The Ottoman state maintained the system by declaring dry-farming regions to be state owned and by protecting the integrity of the peasant household.', 'The system of timar-holding upheld this state centralism because the labor of the peasants helped maintain the military exploits of the empire—providing not only revenue but labor in the form of land cultivation and collection of firewood and straw for military families.', 'For this same reason, the central state often reassigned provincial governors to prevent them from acquiring loyalties.'}","{""The Ottoman state wanted all lands in the form of çiftlik in order to prevent the land's integration into landed properties and partition into smaller units."", 'A main concern of the state was to keep peasants on the land, which was why peasants were not allowed to relocate.'}"
88_4,Why was the Ottoman Empire important?,CAR_4351d7d2e0b3b75fca8b725f4f3ee9f82485c057,"The Ottoman Empire saw military expansion and fiscalism as the source of wealth, with agriculture seen as more important than manufacture and commerce. Berkes described the Ottoman economy as a 'war economy' where its primary revenue comprised booty from expansion. This idea has been supported by Ottomanists Halil İnalcik and Suraiya Faroqhi . Western mercantilists gave more emphasis to manufacture and industry in the wealth-power-wealth equation, moving towards capitalist economics comprising expanding industries and markets whereas the Ottomans continued along the trajectory of territorial expansion, traditional monopolies, conservative land holding and agriculture. In economic terms, neither the Marxian Asiatic mode of production, nor the feudal mode found in medieval Europe reflect the Ottoman economy accurately, as it falls somewhere in between the two — excess peasant production was taxed by the state as opposed to it being paid in rent to feudal lords.",3,"{'Western mercantilists gave more emphasis to manufacture and industry in the wealth-power-wealth equation, moving towards capitalist economics comprising expanding industries and markets whereas the Ottomans continued along the trajectory of territorial expansion, traditional monopolies, conservative land holding and agriculture.', ""Berkes described the Ottoman economy as a 'war economy' where its primary revenue comprised booty from expansion.""}","{'This idea has been supported by Ottomanists Halil İnalcik and Suraiya Faroqhi .', 'In economic terms, neither the Marxian Asiatic mode of production, nor the feudal mode found in medieval Europe reflect the Ottoman economy accurately, as it falls somewhere in between the two — excess peasant production was taxed by the state as opposed to it being paid in rent to feudal lords.', 'The Ottoman Empire saw military expansion and fiscalism as the source of wealth, with agriculture seen as more important than manufacture and commerce.'}"
88_4,Why was the Ottoman Empire important?,CAR_51386b1dec6b32366f7088de2fecaee6862fdacd,"The partitioning of the Ottoman Empire (Armistice of Mudros, 30 October 1918 – Abolition of the Ottoman Sultanate, 1 November 1922) was a political event that occurred after World War I and the occupation of Constantinople by British, French and Italian troops in November 1918. The partitioning was planned in several agreements made by the Allies early in the course of World War I, notably the Sykes-Picot Agreement. As world war loomed, the Ottoman Empire sought protection but was rejected by Britain, France, and Russia, and finally formed the Ottoman–German Alliance. The huge conglomeration of territories and peoples that formerly comprised the Ottoman Empire was divided into several new states. The Ottoman Empire had been the leading Islamic state in geopolitical, cultural and ideological terms. The partitioning of the Ottoman Empire led to the rise in the Middle East of Western powers such as Britain and France and brought the creation of the modern Arab world and the Republic of Turkey. Resistance to the influence of these powers came from the Turkish national movement but did not become widespread in the post-Ottoman states until after World War II.",3,"{'The partitioning of the Ottoman Empire led to the rise in the Middle East of Western powers such as Britain and France and brought the creation of the modern Arab world and the Republic of Turkey.', 'The Ottoman Empire had been the leading Islamic state in geopolitical, cultural and ideological terms.'}","{'As world war loomed, the Ottoman Empire sought protection but was rejected by Britain, France, and Russia, and finally formed the Ottoman–German Alliance.', 'Resistance to the influence of these powers came from the Turkish national movement but did not become widespread in the post-Ottoman states until after World War II.', 'The partitioning was planned in several agreements made by the Allies early in the course of World War I, notably the Sykes-Picot Agreement.', 'The partitioning of the Ottoman Empire (Armistice of Mudros, 30 October 1918 – Abolition of the Ottoman Sultanate, 1 November 1922) was a political event that occurred after World War I and the occupation of Constantinople by British, French and Italian troops in November 1918.', 'The huge conglomeration of territories and peoples that formerly comprised the Ottoman Empire was divided into several new states.'}"
88_4,Why was the Ottoman Empire important?,CAR_f82f52bb3d6e7ca7073924ad3df4682134ab61da,"As the Seljuk Empire declined following the Mongol invasion, the Ottoman Empire emerged as the new important Turkic state, that came to dominate not only the Middle East, but even southeastern Europe, parts of southwestern Russia, and northern Africa.",3,"{'As the Seljuk Empire declined following the Mongol invasion, the Ottoman Empire emerged as the new important Turkic state, that came to dominate not only the Middle East, but even southeastern Europe, parts of southwestern Russia, and northern Africa.'}",set()
88_4,Why was the Ottoman Empire important?,MARCO_1869725,"The Ottoman Empire was one of the most successful empires in Southwest Asia (Middle East). It lasted from 1299-1924, and the rulers of the empire were caliphs. Their government was set up as a theocracy. The Ottoman Empire stretched out from parts in Southwest Asia to Europe and Northern Africa, making it an important trading route.",3,"{'The Ottoman Empire was one of the most successful empires in Southwest Asia (Middle East).', 'The Ottoman Empire stretched out from parts in Southwest Asia to Europe and Northern Africa, making it an important trading route.'}","{'Their government was set up as a theocracy.', 'It lasted from 1299-1924, and the rulers of the empire were caliphs.'}"
88_4,Why was the Ottoman Empire important?,MARCO_6462065,"The Ottoman Empire was one of the greatest empires in world history, both in size and duration. The Ottoman Empire grew up in Anatolia (in modern Turkey) during the 13th and 14th centuries, and spread throughout south-western Europe, much of the Middle East and North Africa during the 14th, 15th and 16th centuries.Its extent, duration and impact made it one of the greatest empires in world history.he Ottoman Empire was one of the greatest empires in world history, both in size and duration. The Ottoman Empire grew up in Anatolia (in modern Turkey) during the 13th and 14th centuries, and spread throughout south-western Europe, much of the Middle East and North Africa during the 14th, 15th and 16th centuries.",3,"{'The Ottoman Empire grew up in Anatolia (in modern Turkey) during the 13th and 14th centuries, and spread throughout south-western Europe, much of the Middle East and North Africa during the 14th, 15th and 16th centuries.Its extent, duration and impact made it one of the greatest empires in world history.he Ottoman Empire was one of the greatest empires in world history, both in size and duration.', 'The Ottoman Empire was one of the greatest empires in world history, both in size and duration.'}","{'The Ottoman Empire grew up in Anatolia (in modern Turkey) during the 13th and 14th centuries, and spread throughout south-western Europe, much of the Middle East and North Africa during the 14th, 15th and 16th centuries.'}"
88_5,What was the culture like in the Ottoman Empire?,CAR_2a10da37f91b2756936effb874565665d3e604ba,"The Ottoman Empire was an Islamic state in which the head of the state, the Sultan, also held the position of Caliph. The social system was organized around the millet structure. The millet structure allowed a great degree of religious, cultural and ethnic continuity across the society but at the same time permitted the religious ideology to be incorporated into the administrative, economic and political system. One can define this way of life  as Islamism (Political Islam): 'the belief that Islam should guide social and political as well as personal life'.",3,"{'The social system was organized around the millet structure.', 'The millet structure allowed a great degree of religious, cultural and ethnic continuity across the society but at the same time permitted the religious ideology to be incorporated into the administrative, economic and political system.', 'The Ottoman Empire was an Islamic state in which the head of the state, the Sultan, also held the position of Caliph.'}","{""One can define this way of life  as Islamism (Political Islam): 'the belief that Islam should guide social and political as well as personal life'.""}"
88_5,What was the culture like in the Ottoman Empire?,CAR_3055ee52d4294bd94d0ba809a4ea3b7d7c414f97,"The Ottomans absorbed some of the traditions, art and institutions of cultures in the regions they conquered, and added new dimensions to them. Numerous traditions and cultural traits of previous empires (in fields such as architecture, cuisine, music, leisure and government) were adopted by the Ottoman Turks, who elaborated them into new forms, which resulted in a new and distinctively Ottoman cultural identity. Despite newer added amalgamations, the Ottoman dynasty, like their predecessors in the Sultanate of Rum and the Seljuk Empire, were thoroughly Persianised in their culture, language, habits and customs, and therefore, the empire has been described as a Persianate empire. Intercultural marriages also played their part in creating the characteristic Ottoman elite culture. When compared to the Turkish folk culture, the influence of these new cultures in creating the culture of the Ottoman elite was clear.",3,"{'Despite newer added amalgamations, the Ottoman dynasty, like their predecessors in the Sultanate of Rum and the Seljuk Empire, were thoroughly Persianised in their culture, language, habits and customs, and therefore, the empire has been described as a Persianate empire.', 'The Ottomans absorbed some of the traditions, art and institutions of cultures in the regions they conquered, and added new dimensions to them.', 'Numerous traditions and cultural traits of previous empires (in fields such as architecture, cuisine, music, leisure and government) were adopted by the Ottoman Turks, who elaborated them into new forms, which resulted in a new and distinctively Ottoman cultural identity.', 'Intercultural marriages also played their part in creating the characteristic Ottoman elite culture.'}","{'When compared to the Turkish folk culture, the influence of these new cultures in creating the culture of the Ottoman elite was clear.'}"
88_5,What was the culture like in the Ottoman Empire?,CAR_67c7d8fc5e2b9b6423b63c164190eaf23861a56d,"Under Suleiman's patronage, the Ottoman Empire entered the golden age of its cultural development. Hundreds of imperial artistic societies (called the اهل حرف Ehl-i Hiref, 'Community of the Talented') were administered at the Imperial seat, the Topkapı Palace. After an apprenticeship, artists and craftsmen could advance in rank within their field and were paid commensurate wages in quarterly annual installments. Payroll registers that survive testify to the breadth of Suleiman's patronage of the arts, the earliest of documents dating from 1526 list 40 societies with over 600 members. The Ehl-i Hiref attracted the empire's most talented artisans to the Sultan's court, both from the Islamic world and from the recently conquered territories in Europe, resulting in a blend of Arabic, Turkish and European cultures. Artisans in service of the court included painters, book binders, furriers, jewellers and goldsmiths. Whereas previous rulers had been influenced by Persian culture (Suleiman's father, Selim I, wrote poetry in Persian), Suleiman's patronage of the arts saw the Ottoman Empire assert its own artistic legacy.",2,"{""Hundreds of imperial artistic societies (called the اهل حرف Ehl-i Hiref, 'Community of the Talented') were administered at the Imperial seat, the Topkapı Palace."", ""Whereas previous rulers had been influenced by Persian culture (Suleiman's father, Selim I, wrote poetry in Persian), Suleiman's patronage of the arts saw the Ottoman Empire assert its own artistic legacy."", ""Under Suleiman's patronage, the Ottoman Empire entered the golden age of its cultural development."", ""The Ehl-i Hiref attracted the empire's most talented artisans to the Sultan's court, both from the Islamic world and from the recently conquered territories in Europe, resulting in a blend of Arabic, Turkish and European cultures."", 'After an apprenticeship, artists and craftsmen could advance in rank within their field and were paid commensurate wages in quarterly annual installments.'}","{'Artisans in service of the court included painters, book binders, furriers, jewellers and goldsmiths.', ""Payroll registers that survive testify to the breadth of Suleiman's patronage of the arts, the earliest of documents dating from 1526 list 40 societies with over 600 members.""}"
