HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.Q0,Input.passage_id,Input.relevance_score,Input.passage,Input.labels,Input.query,Answer.taskAnswers,Approve,Reject,text_spans_2
391JB9X402NSZ4PEWL2JSIP1OP9MKA,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3TXWC2NHN45E3NHM2NCI326IJLCS91,worker_266,Submitted,Fri May 19 22:13:22 PDT 2023,Fri May 19 22:14:05 PDT 2023,Mon May 22 22:14:05 PDT 2023,,,,43,100% (166/166),100% (166/166),100% (165/165),105_5,0,MARCO_6399948,4,"Garza wrote the words Black Lives Matter on social media, and Cullors followed with the hashtag #BlackLivesMatter. Later that day, they decided to start a movement, on the streets and online.",,Who named the movement 'Black Lives Matter'?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":113,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":191,""label"":""relevant-text-span"",""startOffset"":131}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,"['Garza wrote the words Black Lives Matter on social media, and Cullors followed with the hashtag #BlackLivesMatter', 'they decided to start a movement, on the streets and online.']"
391JB9X402NSZ4PEWL2JSIP1OP9MKA,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3C5W7UE9CK516OMFL6MA7WTUYX8XMW,worker_28,Submitted,Fri May 19 07:44:07 PDT 2023,Fri May 19 07:52:09 PDT 2023,Mon May 22 07:52:09 PDT 2023,,,,482,100% (166/166),100% (166/166),100% (165/165),105_5,0,MARCO_6399948,4,"Garza wrote the words Black Lives Matter on social media, and Cullors followed with the hashtag #BlackLivesMatter. Later that day, they decided to start a movement, on the streets and online.",,Who named the movement 'Black Lives Matter'?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":115,""label"":""relevant-text-span"",""startOffset"":0}]}}]",,Chosen text spans are too long (longer than half of the passage). The requirements say that text spans should be concise and as short as possible.,"['Garza wrote the words Black Lives Matter on social media, and Cullors followed with the hashtag #BlackLivesMatter. ']"
391JB9X402NSZ4PEWL2JSIP1OP9MKA,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3HWRJOOETAHVYJ83AYS4VG7TAIISE1,worker_167,Submitted,Fri May 19 19:25:17 PDT 2023,Fri May 19 19:38:26 PDT 2023,Mon May 22 19:38:26 PDT 2023,,,,789,100% (204/205),100% (166/166),100% (165/165),105_5,0,MARCO_6399948,4,"Garza wrote the words Black Lives Matter on social media, and Cullors followed with the hashtag #BlackLivesMatter. Later that day, they decided to start a movement, on the streets and online.",,Who named the movement 'Black Lives Matter'?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":56,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":113,""label"":""relevant-text-span"",""startOffset"":62}]}}]",,The agreement rate not met. None of the text span chosen by you has been selected by other workers.,"['Garza wrote the words Black Lives Matter on social media', 'Cullors followed with the hashtag #BlackLivesMatter']"
3M47JKRKD1G6F02L0GYZDHJO3P1682,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3TE3O85735NR2OWA2PXY35T8RDCR2D,worker_266,Submitted,Fri May 19 20:04:27 PDT 2023,Fri May 19 20:06:41 PDT 2023,Mon May 22 20:06:41 PDT 2023,,,,134,100% (166/166),100% (166/166),100% (165/165),105_6,0,CAR_4bb54e1efe57c9e5fd97856cb3c38c50d8451668,3,"On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement, which seeks to end police brutality against black people, with some advocates of the amendment using the slogan 'Blue Lives Matter'. Since the inception of Black Lives Matter, critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'. Despite the killing of a Texas sheriff in 2015 and the killings of two NYPD officers in the previous year, in response to the death of Eric Garner and the shooting of Michael Brown, there was little to no data suggesting hate crimes against law enforcement were a common problem when the bill was passed. A little less than two months after the amendment was passed, Baton Rouge was in the national spotlight after the Baton Rouge Police killing of Alton Sterling by two white police officers. This sparked protests in Baton Rouge, resulting in hundreds of arrests and increased racial tension nationally. In the week during those protests, five police officers were killed in Dallas, and the week after the protests, three more officers were killed in Baton Rouge. Both perpetrators were killed and the motives behind both shootings were responses to the recent police killings by police officers of black men.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":203,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":422,""label"":""relevant-text-span"",""startOffset"":204},{""endOffset"":655,""label"":""relevant-text-span"",""startOffset"":465}]}}]",x,,"['On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law.', ""This amendment was added, in part, as a response to the Black Lives Matter movement, which seeks to end police brutality against black people, with some advocates of the amendment using the slogan 'Blue Lives Matter'. "", ""critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'.""]"
3M47JKRKD1G6F02L0GYZDHJO3P1682,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3WQ3B2KGEDVXXWXPNOBUY7EZHK01BW,worker_28,Submitted,Fri May 19 14:24:44 PDT 2023,Fri May 19 15:11:00 PDT 2023,Mon May 22 15:11:00 PDT 2023,,,,2776,100% (166/166),100% (166/166),100% (165/165),105_6,0,CAR_4bb54e1efe57c9e5fd97856cb3c38c50d8451668,3,"On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement, which seeks to end police brutality against black people, with some advocates of the amendment using the slogan 'Blue Lives Matter'. Since the inception of Black Lives Matter, critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'. Despite the killing of a Texas sheriff in 2015 and the killings of two NYPD officers in the previous year, in response to the death of Eric Garner and the shooting of Michael Brown, there was little to no data suggesting hate crimes against law enforcement were a common problem when the bill was passed. A little less than two months after the amendment was passed, Baton Rouge was in the national spotlight after the Baton Rouge Police killing of Alton Sterling by two white police officers. This sparked protests in Baton Rouge, resulting in hundreds of arrests and increased racial tension nationally. In the week during those protests, five police officers were killed in Dallas, and the week after the protests, three more officers were killed in Baton Rouge. Both perpetrators were killed and the motives behind both shootings were responses to the recent police killings by police officers of black men.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":True,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":287,""label"":""relevant-text-span"",""startOffset"":17},{""endOffset"":527,""label"":""relevant-text-span"",""startOffset"":465}]}}]",x,,"['Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement', ""critics have found some of the movement's rhetoric anti-police""]"
3M47JKRKD1G6F02L0GYZDHJO3P1682,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3907X2AHF5K6QBGVPXT9YATTQVLP2G,worker_167,Submitted,Fri May 19 19:21:23 PDT 2023,Fri May 19 19:33:55 PDT 2023,Mon May 22 19:33:55 PDT 2023,,,,752,100% (204/205),100% (166/166),100% (165/165),105_6,0,CAR_4bb54e1efe57c9e5fd97856cb3c38c50d8451668,3,"On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement, which seeks to end police brutality against black people, with some advocates of the amendment using the slogan 'Blue Lives Matter'. Since the inception of Black Lives Matter, critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'. Despite the killing of a Texas sheriff in 2015 and the killings of two NYPD officers in the previous year, in response to the death of Eric Garner and the shooting of Michael Brown, there was little to no data suggesting hate crimes against law enforcement were a common problem when the bill was passed. A little less than two months after the amendment was passed, Baton Rouge was in the national spotlight after the Baton Rouge Police killing of Alton Sterling by two white police officers. This sparked protests in Baton Rouge, resulting in hundreds of arrests and increased racial tension nationally. In the week during those protests, five police officers were killed in Dallas, and the week after the protests, three more officers were killed in Baton Rouge. Both perpetrators were killed and the motives behind both shootings were responses to the recent police killings by police officers of black men.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":287,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":654,""label"":""relevant-text-span"",""startOffset"":465},{""endOffset"":959,""label"":""relevant-text-span"",""startOffset"":838}]}}]",x,,"['On May 26, 2016, Louisiana was the first state to add police officers and firefighters to their state hate crime statute, when Governor John Bel Edwards signed an amendment from the legislature into law. This amendment was added, in part, as a response to the Black Lives Matter movement', ""critics have found some of the movement's rhetoric anti-police, with the author of the amendment, Lance Harris, stating some 'were employing a deliberate campaign to terrorize our officers'"", 'there was little to no data suggesting hate crimes against law enforcement were a common problem when the bill was passed']"
3THR0FZ96T8RJDS8U1TXZMRL8PTOLU,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3Z7VU45IP3WTFU05T2RXKPL28Q01ZM,worker_266,Submitted,Sat May 20 07:45:43 PDT 2023,Sat May 20 07:46:12 PDT 2023,Tue May 23 07:46:12 PDT 2023,,,,29,100% (166/166),100% (166/166),100% (165/165),105_6,0,CAR_c6e03044b5ca8bcf2c4432eeb62f70a3eeb9446b,3,"Blue Lives Matter is a pro-police movement in the United States. It was started after the killings of NYPD officers Rafael Ramos and Wenjian Liu in Brooklyn, New York, on December 20, 2014, after they were ambushed in their patrol car. Blue Lives Matter was formed in reaction to the Black Lives Matter movement, which seeks to end police brutality against the African American community.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":311,""label"":""relevant-text-span"",""startOffset"":235}]}}]",x,,[' Blue Lives Matter was formed in reaction to the Black Lives Matter movement']
3THR0FZ96T8RJDS8U1TXZMRL8PTOLU,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3VSOLARPKGOAJ6W7C8BHVUY6R4B93M,worker_28,Submitted,Fri May 19 14:24:47 PDT 2023,Fri May 19 15:13:45 PDT 2023,Mon May 22 15:13:45 PDT 2023,,,,2938,100% (166/166),100% (166/166),100% (165/165),105_6,0,CAR_c6e03044b5ca8bcf2c4432eeb62f70a3eeb9446b,3,"Blue Lives Matter is a pro-police movement in the United States. It was started after the killings of NYPD officers Rafael Ramos and Wenjian Liu in Brooklyn, New York, on December 20, 2014, after they were ambushed in their patrol car. Blue Lives Matter was formed in reaction to the Black Lives Matter movement, which seeks to end police brutality against the African American community.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":311,""label"":""relevant-text-span"",""startOffset"":236}]}}]",x,,['Blue Lives Matter was formed in reaction to the Black Lives Matter movement']
3THR0FZ96T8RJDS8U1TXZMRL8PTOLU,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3BXQMRHWK4D9PKSKG1BNNPUQ4HUMU0,worker_167,Submitted,Fri May 19 19:23:47 PDT 2023,Fri May 19 19:37:32 PDT 2023,Mon May 22 19:37:32 PDT 2023,,,,825,100% (204/205),100% (166/166),100% (165/165),105_6,0,CAR_c6e03044b5ca8bcf2c4432eeb62f70a3eeb9446b,3,"Blue Lives Matter is a pro-police movement in the United States. It was started after the killings of NYPD officers Rafael Ramos and Wenjian Liu in Brooklyn, New York, on December 20, 2014, after they were ambushed in their patrol car. Blue Lives Matter was formed in reaction to the Black Lives Matter movement, which seeks to end police brutality against the African American community.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":311,""label"":""relevant-text-span"",""startOffset"":236}]}}]",x,,['Blue Lives Matter was formed in reaction to the Black Lives Matter movement']
39O0SQZVKRMV15VMIZ9RACEPOS8R7X,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,39LNWE0K4ZBNT12TVMDVVWN9N8KUI2,worker_266,Submitted,Fri May 19 22:12:48 PDT 2023,Fri May 19 22:13:21 PDT 2023,Mon May 22 22:13:21 PDT 2023,,,,33,100% (166/166),100% (166/166),100% (165/165),105_6,0,CAR_f2da34917069ad2bbae12daa7ac05d65f8cd75d8,3,"White Lives Matter is an activist group created in response to Black Lives Matter. In August 2016, the Southern Poverty Law Center added 'White Lives Matter' to its list of hate groups. The group has also been active in England.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":82,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['White Lives Matter is an activist group created in response to Black Lives Matter.']
39O0SQZVKRMV15VMIZ9RACEPOS8R7X,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3BF51CHDT0P7HKFTRXHQ6DYN76QH0I,worker_28,Submitted,Fri May 19 19:03:00 PDT 2023,Fri May 19 19:12:12 PDT 2023,Mon May 22 19:12:12 PDT 2023,,,,552,100% (166/166),100% (166/166),100% (165/165),105_6,0,CAR_f2da34917069ad2bbae12daa7ac05d65f8cd75d8,3,"White Lives Matter is an activist group created in response to Black Lives Matter. In August 2016, the Southern Poverty Law Center added 'White Lives Matter' to its list of hate groups. The group has also been active in England.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":82,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['White Lives Matter is an activist group created in response to Black Lives Matter.']
39O0SQZVKRMV15VMIZ9RACEPOS8R7X,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3GM6G9ZBKSCUP7DVGWLDIT8OL1CMTU,worker_167,Submitted,Fri May 19 06:55:41 PDT 2023,Fri May 19 06:56:12 PDT 2023,Mon May 22 06:56:12 PDT 2023,,,,31,100% (204/205),100% (166/166),100% (165/165),105_6,0,CAR_f2da34917069ad2bbae12daa7ac05d65f8cd75d8,3,"White Lives Matter is an activist group created in response to Black Lives Matter. In August 2016, the Southern Poverty Law Center added 'White Lives Matter' to its list of hate groups. The group has also been active in England.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":81,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":184,""label"":""relevant-text-span"",""startOffset"":103}]}}]",x,,"['White Lives Matter is an activist group created in response to Black Lives Matter', ""Southern Poverty Law Center added 'White Lives Matter' to its list of hate groups""]"
3EKTG13I0YI3JA7WHLEK7I2GDPEMLD,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3OF2M9AATL3VLVMR1CXFP4H1HUNZK6,worker_266,Submitted,Fri May 19 22:01:14 PDT 2023,Fri May 19 22:03:06 PDT 2023,Mon May 22 22:03:06 PDT 2023,,,,112,100% (166/166),100% (166/166),100% (165/165),105_6,0,MARCO_3467165,4,"There have been many reactions to the Black Lives Matter movement. The U.S. population's perception of Black Lives Matter varies considerably by race. The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement, but has been criticized for dismissing or misunderstanding the message of Black Lives Matter. Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":237,""label"":""relevant-text-span"",""startOffset"":151},{""endOffset"":331,""label"":""relevant-text-span"",""startOffset"":242},{""endOffset"":462,""label"":""relevant-text-span"",""startOffset"":333}]}}]",x,,"['The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement', ' has been criticized for dismissing or misunderstanding the message of Black Lives Matter', 'Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.']"
3EKTG13I0YI3JA7WHLEK7I2GDPEMLD,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3TS1AR6UQVT1LZO7H6EZI7WXZ3I7F5,worker_28,Submitted,Fri May 19 07:44:08 PDT 2023,Fri May 19 07:53:22 PDT 2023,Mon May 22 07:53:22 PDT 2023,,,,554,100% (166/166),100% (166/166),100% (165/165),105_6,0,MARCO_3467165,4,"There have been many reactions to the Black Lives Matter movement. The U.S. population's perception of Black Lives Matter varies considerably by race. The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement, but has been criticized for dismissing or misunderstanding the message of Black Lives Matter. Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":67,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":150,""label"":""relevant-text-span"",""startOffset"":67},{""endOffset"":238,""label"":""relevant-text-span"",""startOffset"":151}]}}]",x,,"['There have been many reactions to the Black Lives Matter movement. ', ""The U.S. population's perception of Black Lives Matter varies considerably by race."", 'The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement,']"
3EKTG13I0YI3JA7WHLEK7I2GDPEMLD,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3OVHNO1VEBGN7PGH9VBSLRMBXLHZDK,worker_167,Submitted,Fri May 19 19:21:26 PDT 2023,Fri May 19 19:35:53 PDT 2023,Mon May 22 19:35:53 PDT 2023,,,,867,100% (204/205),100% (166/166),100% (165/165),105_6,0,MARCO_3467165,4,"There have been many reactions to the Black Lives Matter movement. The U.S. population's perception of Black Lives Matter varies considerably by race. The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement, but has been criticized for dismissing or misunderstanding the message of Black Lives Matter. Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":True,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":149,""label"":""relevant-text-span"",""startOffset"":67},{""endOffset"":331,""label"":""relevant-text-span"",""startOffset"":151},{""endOffset"":461,""label"":""relevant-text-span"",""startOffset"":333}]}}]",x,,"[""The U.S. population's perception of Black Lives Matter varies considerably by race"", 'The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement, but has been criticized for dismissing or misunderstanding the message of Black Lives Matter', 'Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police']"
3XAOZ9UYS36HEI1KG43I4CD7PK71QA,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,39ASUFLU62M3U0U248YRUOOLPXMXEG,worker_266,Submitted,Fri May 19 19:55:15 PDT 2023,Fri May 19 19:56:57 PDT 2023,Mon May 22 19:56:57 PDT 2023,,,,102,100% (166/166),100% (166/166),100% (165/165),105_6,0,MARCO_368660,3,"The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement, but has been criticized for dismissing or misunderstanding the message of Black Lives Matter. Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":False,""low"":False,""medium"":False,""very_high"":True,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":86,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement']
3XAOZ9UYS36HEI1KG43I4CD7PK71QA,3CM00QMEUP11VT7MSBJMCDF20ZWW6T,Identify relevant text spans in text passage,Identify all the text spans that contain key pieces of the answer to a given question,"text, text spans, relevance",$0.30,Fri May 19 04:04:20 PDT 2023,3,BatchId:5076836;OriginalHitTemplateId:929448123;,21600,259200,Mon May 22 04:04:20 PDT 2023,,,3HPZF4IVNR8DX70YDDEYNEVR6R0YCR,worker_28,Submitted,Fri May 19 19:02:56 PDT 2023,Fri May 19 19:09:47 PDT 2023,Mon May 22 19:09:47 PDT 2023,,,,411,100% (166/166),100% (166/166),100% (165/165),105_6,0,MARCO_368660,3,"The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement, but has been criticized for dismissing or misunderstanding the message of Black Lives Matter. Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.",,What was the US reaction to the Black Lives Matter movement?,"[{""answer_confidence"":{""high"":True,""low"":False,""medium"":False,""very_high"":False,""very_low"":False},""passage-snippets-annotation-qualification-task"":{""entities"":[{""endOffset"":86,""label"":""relevant-text-span"",""startOffset"":0},{""endOffset"":311,""label"":""relevant-text-span"",""startOffset"":182}]}}]",x,,"['The phrase All Lives Matter sprang up as a response to the Black Lives Matter movement', 'Following the shooting of two police officers in Ferguson, the hashtag Blue Lives Matter was created by supporters of the police.']"
