,turn_id,Q0,passage_id,relevance_score,passage
7505,86_3,0,CAR_4211c00bece7968de438e42a362f262400fe3678,0,"The Jordan River, in the state of Utah, United States, is a river about  long. Regulated by pumps at its headwaters at Utah Lake, it flows northward through the Salt Lake Valley and empties into the Great Salt Lake. Four of Utah's six largest cities border the river: Salt Lake City, West Valley City, West Jordan and Sandy. More than a million people live in the Jordan Subbasin, which is the part of the Jordan River watershed that lies within Salt Lake and Utah counties. During the Pleistocene, the area was part of Lake Bonneville."
7578,86_3,0,CAR_b354e9d0bfffeb258af4f459e56e27f7b810e915,0,During summer season the main economic activity is tourism.
7654,86_3,0,MARCO_3221509,0,"Regulated by pumps at its headwaters at Utah Lake, it flows northward through the Salt Lake Valley and empties into the Great Salt Lake. Four of Utah's six largest citiesâ Salt Lake City, West Valley City, West Jordan and Sandy âborder the river. More than a million people live in the Jordan Subbasin, which is the part of the Jordan River watershed that lies within Salt Lake and Davis counties. During the Pleistocene, the area was part of Lake Bonneville."
7634,86_3,0,MARCO_158599,0,"The Salt Lake City area is less dry, with an average of 16.5 inches of precipitation at the airport and about 20 inches on the benches.Utah's low humidity may be hard on everyone's hair and skin, but it keeps winter temperatures from feeling too cold and summer temperatures from feeling too hot.oe Sohm, Visions of America. Salt Lake City has a semi-arid, temperate climate with four distinct seasons. Utah is the second driest state in the nation behind Nevada, with yearly precipitation averaging 12.26 inches."
7621,86_3,0,CAR_f9d775c39c3a330f33d5118f62ba9f26418e8c30,0,"The Bonneville Unit Municipal and Industrial System provides municipal and industrial water to Salt Lake, Utah, and Wasatch Counties and supplemental irrigation water to Wasatch and Summit Counties. The system provides flood control, recreation, and fish and wildlife benefits. Jordanelle Dam (, completed in 1994), near Heber City, is the major feature. Provo River flow that historically flowed into Utah Lake is stored in Jordanelle Reservoir and in Deer Creek Reservoir. Utah Lake water originating from the Provo River would be replaced by Bonneville Unit return flows to the lake, water rights previously acquired by the District in Utah Lake, direct releases of water from Strawberry Reservoir to Utah Lake, and flows that are surplus to Utah Lake rights."
7742,86_4,0,CAR_0e7b4684c533b79d866dd3f3c7f88087f5e25db4,0,"Loach then played from the 1999–2000 season until the 2002–2003 season with the Missouri River Otters of the UHL. Over 4 seasons he scored 310 points in 238 games with the River Otters. During the 2002–2003 season Loach also made an appearance with the Los Angeles Kings minor league affiliate Manchester Monarchs, playing 3 games. Loach retired from hockey following the 2002–2003 season. For the 2003–2004 season Loach was hired as the head coach of the River Otters and coached the team for the majority of the year, but was replaced after 70 games and a dismal 16–47–7 record."
7916,86_4,0,MARCO_129324,0,"âAquatic Ecosystems and Global Climate Changeâ is the seventh in a series of reports examining the potential impacts of climate change on the U.S. environment.It details the likely impacts of climate change over the next century on U.S. aquatic ecosystems.Report authors, Drs.Aquatic Ecosystems and Global Climate Changeâ is the seventh in a series of reports examining the potential impacts of climate change on the U.S. environment. It details the likely impacts of climate change over the next century on U.S. aquatic ecosystems. Report authors, Drs."
7885,86_4,0,CAR_d5a0fb40c0b5955cc8e55a84b0d1cc694b35ca3b,0,"DiTullio began his pro career in the United Soccer Leagues Division 1 with the Impact, in 2002. He played a total of 75 games, 56 as starter, and accumulated 5,145 minutes of play. DiTullio scored one goal in his career, a game-winning goal, on July 17, 2002, against the Vancouver Whitecaps, and tallied four assists, for a total of six points. At age 18, in the end of his rookie season, he won the Impact’s 2002 Unsung Hero Award. He reached the 5000-minutes played mark with the Impact on June 18, 2006, against the Portland Timbers. DiTullio had his first knee injury, June 13, 2004, in Calgary. He went under surgery five times for his knee, ACL and meniscus. In 2007, he missed the whole season following his last surgery and retired on November 5, 2007."
7861,86_4,0,CAR_b2d85853745f7863cf8c30eb20247f12b0aecfbf,0,"However, the Salt Lake 2002 Organizing Committee (SLOC), chose to follow the practice of 'one bid, one city' already at the 2002 Games in Salt Lake City, with one Organizing Committee for both Games, which was followed up by the 2004 Games in Athens and Torino in 2006."
7751,86_4,0,CAR_1ae96a607a9d58fd471633f1067b7d4418b82aca,0,"The Olympic Medals Plaza was located on the corner of South Temple and 300 West (block 85) in downtown Salt Lake City, within the Olympic Square. It was one of a few completely temporary venues, which was removed following the completion of both the 2002 Winter Olympics and 2002 Winter Paralympics. The site of the Medals Plaza is a parking lot owned by The Church of Jesus Christ of Latter-day Saints and is often used for temporary events. The Church donated free use of the property for the 2002 games, along with $5 million to transform the parking lot into an Olympic class Medals Plaza. On August 11, 1999, the same day the plaza's location was announced, a tornado hit downtown Salt Lake City killing one man at the site of the future plaza. Some of Salt Lake's citizens, including many in its City Council, had preferred Washington Square, near the City & County Building, or Pioneer Park as the location for the Medals Plaza. Nevertheless, SLOC accepted the Church's offer because they were willing to help pay the costs, and the parking lot was an entire city block in size, which would allow a large number of spectators. Construction on the plaza began December 3, 2001, and the final touches were being finished when the plaza was unveiled to the press on January 25, 2002."
8104,86_5,0,CAR_e4b49dbefefe62c5db395e68b81f6fcb06e2403f,0,"By the 1930s, the sport evolved and professional ski jump meets were organized. Becker Hill started hosting professional meets which attracted thousands of spectators. The attention of these events sparked the expansion of other ski areas, such as Rasmussen's Ranch in Parley's Canyon and Ecker Hill. In 1937, the National ski jumping championship was held at Ecker Hill, after the Utah Ski Club and the Salt Lake Chamber of Commerce raised thirty-five hundred dollars for the event. Between eight and nine thousand spectators attended the Championship."
8112,86_5,0,CAR_ef489e6c7c0f2c782ce4e582c98d125e1398f449,0,"The Utah Olympic Oval is located  west of downtown Salt Lake City, in Kearns, Utah. Along with Soldier Hollow, and the Utah Olympic Park it was built specifically for the 2002 Winter Olympics. On October 5, 1992 the Utah Sports Authority chose the Oquirrh Park Fitness Center in Kearns as the site for the 2002 Olympic Oval, beating out other locations in West Valley City, Sandy and downtown Salt Lake City. Funds from the 1989 Olympic referendum would be used to construct the oval, and would be repaid with profits from the games. The plans called to use $3.7 million of tax payer money to construct the oval, which would be an outdoor facility. Then if Salt Lake City won its 1995 bid for the 2002 games, Olympic revenues would be used to cover the oval, and build an ice sheet in the center of the track. By the time the groundbreaking ceremony was held in May 1994, the price tag had increased to $4.1 million, with an expected completion date sometime that December. Because of cold temperatures and a wet spring, cement for the oval could not be poured, and the oval didn't open until September 1, 1995, almost a year behind schedule. The oval was formally dedicated in a ceremony, attended by Olympian Cathy Turner, on January 12, 1996. Prior to it being covered and used during the Olympic Games, the oval would be used for inline skating during the summer and ice skating during the winter months."
7966,86_5,0,CAR_0e12b4c2836766271af5854f75184d83c905474c,0,"Utah is well known for its winter activities and has seen an increase in tourism since the 2002 Winter Olympics. Beginning in 1939, with the establishment of Alta Ski Area, Utah's skiing has become world-renowned. Park City is home to the United States Ski Team. Utah's ski resorts are primarily located in northern Utah near Salt Lake City, Park City, Ogden, and Provo. In 2008, for a second year in a row, Deer Valley, in Park City, was ranked the top ski resort in North America by more than 20,000 subscribers of Ski Magazine. In addition to having prime snow conditions and world-class amenities, Northern Utah's ski resorts are well liked among tourists for their convenience and proximity to a large city and International Airport, as well as the close proximity to other ski resorts, allowing skiers the ability to ski at multiple locations in one day. In Southern Utah, Brian Head Ski Resort is located in the mountains near Cedar City."
8142,86_5,0,MARCO_4020713,0,"UTAH STATE. Best Time to Visit Utah. Utah is a paradise for outdoor enthusiasts: skiing, hiking, biking, fishing, boating... Moab (near Arches Park and Canyonlands) is an icon of the USA adventure tours. Great National Parks and top world ski resorts are among Utah's best attractions. But Utah offers also the bustling and surprisingly attractive Salt Lake City, excellent golf courses and historic Indian and old west sites. WHAT TO VISIT IN UTAH. Salt Lake City and Snowbird, Alta and other surrounding ski resorts."
8124,86_5,0,MARCO_130762,0,"World Cup skiers commonly skied on slalom skis at a length of 203â207 centimetres (79.9â81.5 in) in the 1980s and 1990s but by the 2002 Olympic Winter Games in Salt Lake City, the majority of competitors were using skis measuring 160 cm (63.0 in) or less."
8316,86_6,0,MARCO_3217860,0,"Salt Lake City Tourism: Best of Salt Lake City. Salt Lake City, Utah. The Winter Olympics made Salt Lake City a prime travel destination in 2002. Although the athletes have departed, the revitalization done in preparation for the Games is still very much a part of the area, making a visit quite enjoyable."
8230,86_6,0,CAR_88b7196199826fd7f40b22e6b7958288249e7723,0,"Some areas of the Wasatch Range in the path of the lake-effect receive up to  per year. The consistently deep powder snow led Utah's ski industry to adopt the slogan 'the Greatest Snow on Earth' in the 1980s. In the winter, temperature inversions are a common phenomenon across Utah's low basins and valleys, leading to thick haze and fog that can sometimes last for weeks at a time, especially in the Uintah Basin. Although at other times of year its air quality is good, winter inversions give Salt Lake City some of the worst wintertime pollution in the country."
8332,86_6,0,MARCO_4861505,0,"We can't put every event that happened in Utah here. The beginning of traveling by plane: Ben Redman and J.A. Tomlinson pose at Salt Lake City before boarding Western Air Lines' first passenger flight on May 23, 1926.he beginning of traveling by plane: Ben Redman and J.A. Tomlinson pose at Salt Lake City before boarding Western Air Lines' first passenger flight on May 23, 1926."
8231,86_6,0,CAR_89ac4793b1b17b25f677261eb944dad06f18772d,0,"The Men's Aerials event in freestyle skiing at the 2002 Winter Olympics in Salt Lake City, United States took place on February 16 and February 19 at Park City."
8306,86_6,0,MARCO_158601,0,"Salt Lake City's overall average temperature is just over 52 degrees, with January being the coldest month and July the hottest. Here are the average monthly high and low temperatures in Salt Lake City :oe Sohm, Visions of America. Salt Lake City has a semi-arid, temperate climate with four distinct seasons. Utah is the second driest state in the nation behind Nevada, with yearly precipitation averaging 12.26 inches."
8636,86_7,0,MARCO_4913344,0,"Things to Do. Youâll find so many fun things to do in the Wisconsin Rapids area on your next vacation or getaway, from biking and birdwatching to performing arts and historic walking tours. The Wisconsin Rapids area is an ideal vacation destination with something for everyone."
8597,86_7,0,MARCO_3656391,0,"Hotels in Salt Lake City near Salt Lake City International Airport (SLC) Sprawled over a sun-scorched landscape with breathtaking mountain views, Salt Lake City International Airport (SLC) serves Utahâs spirited capital."
8392,86_7,0,CAR_37447aab114215b0417152fbd9d51b7f9448b207,0,"Besides skiing, other less popular sports include football, golf, and tennis. The town also has a chess club."
8398,86_7,0,CAR_3b0e4937d24c1cd970137911c4211de84a7837e2,0,"In 2009, the track became the first to host bobsleigh, luge, and skeleton world championships in the same year in a non-Winter Olympic year (The bobsleigh, luge, and skeleton track in Park City, Utah was the first to do so for the 2002 Winter Olympics in neighboring Salt Lake City)."
8595,86_7,0,MARCO_3592227,0,"San Francisco Weather Averages. When you plan a trip to San Francisco, you'll need to get an idea what the typical weather is like for the month that you visit. It's especially important as there are a wide range of temperatures by month and even during the day different areas of city can vary widely in climate."
8707,87_1,0,MARCO_1896066,0,"Vitamin A is a fat-soluble vitamin that is naturally present in many foods. Vitamin A is important for normal vision, the immune system, and reproduction.Vitamin A also helps the heart, lungs, kidneys, and other organs work properly.There are two different types of vitamin A. The first type, preformed vitamin A, is found in meat, poultry, fish, and dairy products.The second type, provitamin A, is found in fruits, vegetables, and other plant-based products. The most common type of provitamin A in foods and dietary supplements is beta-carotene. Some types of fish, such as salmon. 2  Green leafy vegetables and other green, orange, and yellow vegetables, such as broccoli, carrots, and squash. 3  Fruits, including cantaloupe, apricots, and mangos. 4  Dairy products, which are among the major sources of vitamin A for Americans."
8722,87_1,0,MARCO_3977045,0,"In the chart, apples and oranges are compared by the following attributes: Color, Skin Texture, Climate, Shape, Fruit, Makes Juices, Type of Food, and Grows on Trees.There are several ways that apples and oranges are alike. They are both round fruits and both can be made into healthy juices. Additionally, they are both types of foods that grow on trees.But there are also several ways that apples and oranges differ. Apples can be red or green in color while oranges are well, orange. When touching an apple, the skin is smooth. Touch an orange and it is rough. And finally, these two fruits grow better in different types of climates."
8718,87_1,0,MARCO_3055798,0,"Types of Trees. There are two main kinds of trees-- broad-leaved tree and conifer tree. Broad-leaved trees have thin and flat leaves. They are shaped like globes or eggs. Where winters are cold, most of these types of trees will lose their leaves. In the fall, the leaves turn yellow, gold, red, orange, and brown."
8756,87_1,0,MARCO_7799626,0,"By Amy Grant. Oh no, my orange tree leaves are turning yellow! If you are mentally screaming this as you watch your orange treeâs health ebb, fear not, there are a multitude of reasons why orange trees leaves turn yellow, and many of them are treatable.Read on to learn about them.y Amy Grant. Oh no, my orange tree leaves are turning yellow! If you are mentally screaming this as you watch your orange treeâs health ebb, fear not, there are a multitude of reasons why orange trees leaves turn yellow, and many of them are treatable."
8753,87_1,0,MARCO_7267235,0,"How do you go about trimming an orange tree and when is the best time to prune orange trees? Read on to learn more. Orange Tree Pruning. Why should you prune citrus such as orange trees? Pruning orange trees can improve aeration and increase light through the canopy, thus improving fruit quality and yield."
8872,87_2,0,MARCO_5510381,0,"Submit. An apple tree groans with fruit. image by tjidd: Flickr.com. Distance varies according to tree type. Plant standard trees 30 to 35 feet apart, dwarf trees 15 to 20 feet apart and semi-dwarf trees between 20 to 25 feet apart.Keywords: apple tree, planting distance, trees far apart.ubmit. An apple tree groans with fruit. image by tjidd: Flickr.com. Distance varies according to tree type. Plant standard trees 30 to 35 feet apart, dwarf trees 15 to 20 feet apart and semi-dwarf trees between 20 to 25 feet apart."
8790,87_2,0,CAR_dc5d6da9328e13412ed88740d35120e34086f83b,0,"The fish is silver with black bars and spots, with one of these black bars located underneath the eye, resembling a tear. These bars are only on a minority of the females. The 'teardrop' underneath the eye is so prominent that it can be used to tell this species apart from all other topminnows. Some adults are known to have orange and red around their mouths. The maximum size of the topminnow is 1 1/2 inches."
8804,87_2,0,MARCO_1575330,0,"Orange County Jail â Goshen, NY. Orange County Jail is in Orange County, NY and is the correctional facility for the county. Looking for somebody in jail at Orange County Jail? This page will tell you info about everything a person needs to know about Orange County Jail,like: How to do a jail inmate search."
8882,87_2,0,MARCO_6314845,0,"1. Place plastic cap provided on top of spike. 2. Drive spike into ground around tree or shrub following the dripline. 3. Spikes should be at least 3 feet apart. For small trees and shrubs with drip line closer than 2 feet, insert spikes 2 feet away from center of shrub or tree trunk.4. Remove plastic cap and save for future use.5.. Spikes should be at least 3 feet apart. For small trees and shrubs with drip line closer than 2 feet, insert spikes 2 feet away from center of shrub or tree trunk. 4. Remove plastic cap and save for future use. 5."
8824,87_2,0,MARCO_2830590,0,"Grade A teak is what you want your furniture made from. When a teak tree is harvested, less than a quarter of the available wood will be Grade A. So this makes Grade A teak relatively expensive. When buying teak furniture, you are paying for quality.ou may be wondering what the difference is between Grade A teak and other grades of teak wood, and how to tell them apart. Teak patio furniture is an investment, so you want to make sure you can recognize quality teak wood when you see it."
8943,87_3,0,CAR_403d297878acc9e78229491400623c6cc86deac0,0,"Senegalia polyacantha, also known as White Thorn is a  flowering tree which can grow up to 25m tall. Polyacantha has the meaning 'many thorns' in Latin.  The tree is native to Africa, India, the Indian Ocean and Asia, but it has also been introduced to the Caribbean."
8990,87_3,0,MARCO_6314844,0,"Grapefruit. Grapefruit (Citrus X paradisi) trees, like other citrus trees, have thorns, but they are short and flexible, and they are only found on the twigs. Marsh is the most popular variety grown in the United States and is desirable for its sweet, juicy flesh and small number of seeds.he thorns are the tree's way of protecting itself against hungry animals that want to nibble on the leaves and fruit of the tree, which can heavily damage or even destroy a young tree."
8973,87_3,0,MARCO_3428801,0,"Thorns on fruit trees are a defense mechanism to defend against grazing animals, such as deer and livestock, whose eating habits may damage or even destroy a tree.Young fruiting plants in particular develop thorns for protection.he hawthorn (Crataegus spp.) is a small, bushy tree that produces a bright red berry-type fruit in USDA hardiness zones 3 through 9. Despite the long, sharp thorns on its branches, this plant is often used as a garden ornamental due to its lush foliage."
8994,87_3,0,MARCO_6370178,0,"Giraffes, in turn, target acacia trees, from which they feed with the aid of their incredibly long tongues. All bits of the giraffesâ mouths are quite tough, since they have to withstand exposure to the sharp thorns of acacia trees."
8966,87_3,0,MARCO_1832509,0,"Pyracantha (Pyracantha spp.), also called firethorn, is hardy in U.S. Department of Agriculture plant hardiness zones 5 through 9. They are evergreen shrubs with glossy green leaves and masses of yellow, orange or red berries.They have sharp thorns, and are often planted as a deterrent along fences or around windows.yracantha (Pyracantha spp.), also called firethorn, is hardy in U.S. Department of Agriculture plant hardiness zones 5 through 9. They are evergreen shrubs with glossy green leaves and masses of yellow, orange or red berries. They have sharp thorns, and are often planted as a deterrent along fences or around windows."
9057,87_4,0,CAR_b2450429a3d3eb0639445a3f9ca1ac9bf28f65bf,0,"Thorn or þorn (Þ, þ) is a letter in the Old English, Gothic, Old Norse and modern Icelandic alphabets, as well as some dialects of Middle English. It was also used in medieval Scandinavia, but was later replaced with the digraph th, except in Iceland, where it survives. The letter originated from the rune  in the Elder Fuþark and was called thorn in the Anglo-Saxon and thorn or thurs (a category of beings in Germanic paganism) in the Scandinavian rune poems. Its reconstructed Proto-Germanic name is Thurisaz. It is similar in appearance to the archaic Greek letter sho (ϸ), although both are historically quite unrelated."
9015,87_4,0,CAR_250bcd439de2fae608861819e21836c1d42d467a,0,"Peaking Lights are a husband and wife music duo who met in San Francisco in 2006 and moved to Spring Green, Wisconsin in December 2007 where they lived until 2009 then moved to Madison, Wisconsin from 2009-2011, they returned to the west coast to live in Los Angeles, California where they currently live. Peaking Lights music has been described as psychedelic pop. The band originally formed in 2008, performing live in order to fund a road trip to Texas, at which point they released the self-titled cd-r Clearvoiant (later released on cassette via Night-People). Their son Mikko contributed vocals to their third album, Lucifer. In 2013 their second son Marlon was born.They were among the 'friends' that contributed in 2013 to The Flaming Lips The Time Has Come To Shoot You Down…What A Sound, a reworking of the Stone Roses debut album."
9023,87_4,0,CAR_4471701be8efa84eb4a8833c99b70e68ec0c82c5,0,"Orange Tree opened its first international franchise, located in Australia, in 2011 in Melbourne, Victoria. By the end of 2013, there were three locations in the state of Victoria plus a location at Bondi Beach, New South Wales. , there are four locations in the states of Victoria and one location in New South Wales."
9149,87_4,0,MARCO_6351812,0,"The seeds of a Black Locust are poisonous, but the seeds from a Honey Locust are sweet and edible. They were used as food by Native Americans and can be used to make beer. The sweet taste of the seeds is where the tree gets its name.here are other trees in the Midwest with thorns. The Mulberry and Hedge (Ozark Orange) trees have small sharp thorns that can poke and scrape you. In the world of thorns however, the Honey Locust reigns supreme. It is definitely a unique tree and evokes hatred and demands respect from landowners."
9048,87_4,0,CAR_8d291eb665933031bd51a6a6fd2bfd8445544f6c,0,"Peace on Earth does not contain material relating to secular Christmas traditions like Santa Claus or Jack Frost, instead featuring a mix of traditional Christmas carols and original songs. 'I Heard the Bells on Christmas Day', instead of using a carol of bells, has a choir of children personifying the bells by singing the refrain of 'peace on earth'. 'While You Were Sleeping', originally included on the band's 2005 album Lifesong, is included in its original form. On the Lifesong version, the band had altered the song (originally written as a Christmas song) to remove the most 'seasonal' elements; the version included on Peace on Earth features the lyrics in their original form. On 'God Is With Us', originally recorded by Amy Grant, Hall shares lead vocal duties with the band's female members. 'O Come, O Come, Emmanuel' is an instrumental piece, which makes extensive use of DeVevo's violin playing. 'Away in a Manger' was originally included on WOW Christmas (2005), and is included on Peace on Earth in that form."
9207,87_5,0,CAR_70fe22246f6bceb425ae0c999d40e8f22658a2ab,0,"John Hamlin was born on October 25, 1800, in Hampden County, Massachusetts to John and Lucy Hamlin. He worked on a farm when he was a child and attended some schooling. When he was sixteen, he joined his brother's business, selling goods from a traveling wagon. Three years later, the bothers had sold all of their wares and sold the wagon. Hamlin moved frequently in the subsequent years, staying at times in Massachusetts, New York, Ohio, Kentucky, and Indiana. He set out for another sojourn to Missouri, but on his way, he decided to stay at Logan County, Illinois (then Sangamon County). Settling near James Latham's farm in Elkhart, Hamlin worked Latham's land for a year. In 1821, Hamlin joined a keelboat operation on the Sangamon River, selling goods to settlements on the river. That May, Hamlin decided to build a pair of log cabins in Peoria and permanently settle."
9185,87_5,0,CAR_2ca7d01ac82fbe14e69edbb0a1f97fd6c92663bb,0,"On lap 24, Dave Blaney took his car to the garage because of an electrical problem. Seven laps later, Truex lost three positions after running seventh. On lap 37, Stewart reclaimed the lead from Montoya. On the 39th lap, Michael McDowell drove to the garage because of brake problems. During the 43rd lap, Jeff Gordon passed Hamlin for fourth position. After starting the race in twenty-third, Earnhardt moved up into fifteenth position by lap 46. Four laps later, Stremme dropped to sixth position, after being passed by Edwards and Johnson. On lap 51, Jeff Gordon passed Hamlin for the fourth position, while Mike Wallace took his car to the garage because of brake problems."
9285,87_5,0,MARCO_52433,0,"Have an orange tree with two varieties of oranges. One edible with seeds and the other from the top, bitter. Also have a lemon tree with two varieties. One like a Meyer with thin skin but the other has a thick rind and is quite large (Both trees have thorns).ave an orange tree with two varieties of oranges. One edible with seeds and the other from the top, bitter. Also have a lemon tree with two varieties. One like a Meyer with thin skin but the other has a thick rind and is quite large (Both trees have thorns)."
9282,87_5,0,MARCO_5023814,0,"exists and is an alternate of. Merge this question into. Split and merge into it. Answer by Chris Hamlin. Confidence votes 91. If you are referring to the UK Postcode, this was started by the Royal Mail in 1959 and so just celebrated it's 50th birthday in the UK.However, the use of postcode systems is not uniform across the world and as such, each country usually has its own variant.xists and is an alternate of. Merge this question into. Split and merge into it. Answer by Chris Hamlin. Confidence votes 91. If you are referring to the UK Postcode, this was started by the Royal Mail in 1959 and so just celebrated it's 50th birthday in the UK."
9180,87_5,0,CAR_24ab929ef7bfc961e9f768d15d653ff0008a5d87,0,"When Fulton County was formed in 1822, Hamlin was elected its first justice of the peace. He took a contract the next year to supply Fort Howard in Wisconsin with beef. He became associated with the American Fur Company after a visit to Fort Dearborn. He used his house in Fort Clark as a trading post, often trading with Native Americans. He opened a store in Peoria in 1825 and established a branch in Mackinawtown in 1828. A year after Peoria County was founded in 1825, Hamlin was elected county commissioner. He served a two-year term and was later was elected to another two-year term in 1830, although he resigned before it was completed. Hamlin donated a log cabin to serve as the first Peoria County Courthouse in March 1829. Four years later, he was commissioned to provide rock and timber for the first permanent courthouse."
9339,87_7,0,CAR_ec896002f4c32211bcc88585a56f8ace0d9d4194,0,"According to Ayurveda, the navel is an important site in the human body. Nearly 72,000 subtle nerves, or nadis converge in this area. By the principles of Ayurveda and yoga, the human body is made up of six chakras, with the Manipura chakra located at the spine directly behind either the navel or the solar plexus, depending on the system, while its kshetram, or superficial activation point, is located directly on the navel and represents the element fire. Vayu or vital wind as specified in Ayurveda, is divided into five sub categories. Of these, Samāna Vayu, situated in the navel region, is believed to aid in digestion and give physical strength to the body."
9383,87_7,0,MARCO_5730756,0,you can change it honestly. If its been a yr you can change it but just remember to always have your navel ring in cause if not it will close up. i had mine done yr and 6 months and i already changed mine alots of time i have like at least 8 different navel curved bar bells and all different colors as well.f its been a yr you can change it but just remember to always have your navel ring in cause if not it will close up. i had mine done yr and 6 months and i already changed mine alots of time i have like at least 8 different navel curved bar bells and all different colors as well.
9358,87_7,0,MARCO_3286951,0,"Types of Hernias. There are two general types of hernias: abdominal and groin. Abdominal hernias usually form around the navel (umbilical hernia), at the site of previous surgical incisions (incisional hernia), or in the upper abdomen at the midline (epigastric hernia)."
9385,87_7,0,MARCO_6314853,0,"Today, most varieties are either thornless or have thin, blunt, flexible thorns found only at the base of the leaves. Oranges that are bitter and not commonly consumed, however, may have large thorns. The hardy or trifoliate orange tree, for example, features sharp, 2-inch long thorns and sour fruit.he thorns are the tree's way of protecting itself against hungry animals that want to nibble on the leaves and fruit of the tree, which can heavily damage or even destroy a young tree."
9342,87_7,0,MARCO_1617385,0,"Orange juice. Orange juice is the liquid extract of the fruit of the orange tree, produced by squeezing oranges. It comes in several different varieties, including blood orange, navel oranges, valencia orange, clementine, and tangerine. As well as variations in oranges used, some varieties include differing amounts of juice vesicles, known as pulp in American English, and juicy bits in British English. These vesicles contain the juice of the orange and can be left in or removed during the manufacturing pr"
9510,87_8,0,MARCO_5538329,0,"1 Calories in Cream Cheese Cream cheese is a delicious and versatile spread. 2  It can be used to top your bagel, bread, or crackers and it can even be used as an ingredient in desserts such as cheesecakeâ¦. 3  Delicious Desserts Made With a Cream Cheese Glaze Cream cheese makes a great glaze."
9481,87_8,0,MARCO_3520561,0,"Well, that's the aqueduct in Segovia. The city's castle is one of the most beautiful in all of Spain, too, and it doesn't hurt that the local specialty, cochinillo asado, or roast suckling pig, is one of the most delicious things you'll ever taste."
9411,87_8,0,CAR_35f1e3a5a38e1232601e0f94a4b822ba67de68ec,0,"In the commercials featuring the Delicious One, the Wienerschnitzel slogan 'The World's Most Wanted Wiener' (which is also one of the alternative names for the Delicious One) is used. This is an outdated slogan, and the only time it is used now is in those commercials. However, most Wienerschnitzel commercials lately haven't featured the Delicious One. Wienerschnitzel never aired TDO commercials in 2011, but it is the creator Luke Thomas if they'll do 2012 TDO commercials. Here are the commercials with the Delicious One:"
9505,87_8,0,MARCO_5229136,0,"Oranges are either sweet or bitter, but most of us eat only the sweet oranges. The most popular sweet varieties are Valencia, Navel, Persian variety and blood orange. Warm weather can cause the orange skin to re-green, but it will still taste good. Orange peels contain many volatile oil glands in pits."
9466,87_8,0,MARCO_2952727,0,The Muscadine is America's Grape. Many of us grew up enjoying this delicious southern grape. There is nothing more enjoyable than planting and harvesting fruit from your own muscadine vines. The muscadine vine is native to the Southeastern U.S. and thrives in our hot and humid growing conditions.any of us grew up enjoying this delicious southern grape. There is nothing more enjoyable than planting and harvesting fruit from your own muscadine vines. The muscadine vine is native to the Southeastern U.S. and thrives in our hot and humid growing conditions.
9634,87_9,0,MARCO_6315737,0,"A blood orange is a medium sized citrus fruit.It is called a blood orange because the flesh & juice is reddish in colour, rather than the usual orange colour.1 person found this useful. Edit. blood orange is a medium sized citrus fruit.It is called a blood orange because the flesh & juice is reddish in colour, rather than the usual orange colour. 1 person found this useful. Edit."
9632,87_9,0,MARCO_6099131,0,"#8 Navel Orange (60mg of Vitamin C / 100g Serving Size). Among oranges, the navel orange is considered to be one of the most well-known types and is often referred to as an Orange. There is allotting of different types of Orange that fit this criterion including the Valencia orange used in orange juice production."
9590,87_9,0,MARCO_2171547,0,"Here's your answer: The heart of palm is the delicious, crunchy vegetable harvested from the center of the cabbage palm tree. Though they resemble white asparagus, the flavor is much more delicate, making them extremely versatile. Hereâs how to use them: 1. Hearts of Palm and Cress Salad. Here the hearts of palm are tossed in a refreshing salad with watercress, tomatoes, salty olives and juicy navel oranges. 2. Hearts of Palm Dip. A little bit of garlic, lime zest and olive oil transforms canned hearts of palm into a luscious, low-fat dip."
9599,87_9,0,MARCO_2726059,0,"The Moro is the most colorful of the blood oranges, with a deep red flesh and a rind that has a bright red blush. The flavor is stronger and the aroma is more intense than a normal orange. This fruit has a distinct, sweet flavor with a hint of raspberry. This orange is more bitter than the Tarocco or the Sanguinello."
9641,87_9,0,MARCO_6409263,0,"How many calories does blood orange juice provide? Blood orange juice has about the same number of calories as regular orange juice: 100 milliliters of blood orange juice provides about 42 calories. This covers about 2% of a person's daily energy needs. Virtually all calories in blood orange juice come from carbohydrates, more specifically from sugars."
9785,88_1,0,MARCO_3068489,0,"Making the world better, one answer at a time. No, the Ottoman empire was long after the Roman empire. After the Roman empire, the byzantine empire followed. The Ottoman Turks did, however, take over the Byzantine captial of Constanope renaming it Istanbul.aking the world better, one answer at a time. No, the Ottoman empire was long after the Roman empire. After the Roman empire, the byzantine empire followed. The Ottoman Turks did, however, take over the Byzantine captial of Constanope renaming it Istanbul."
9770,88_1,0,CAR_ea01e7527117cf62816f9fbbd225e8de5309840d,0,"Following the adoption of Islam c. 950 by the Kara-Khanid Khanate and the Seljuq Turks, regarded as the cultural ancestors of the Ottomans, the administrative and literary languages of these states acquired a large collection of loanwords from Arabic (usually by way of Persian), as well as non-Arabic Persian words: a leading example of a Perso-Arabic influenced Turkic language was Chagatai, which remained the literary language of Central Asia until Soviet times. During the course of over six hundred years of the Ottoman Empire (c. 1299–1922), the literary and official language of the empire was a mixture of Turkish, Persian and Arabic, which differed considerably from the everyday spoken Turkish of the time, and is termed Ottoman Turkish."
