,turn_id,Q0,passage_id,relevance_score,passage
1771,132_2-13,0,MARCO_18_1270013948-4,0,"The United States decided not to ratify the Protocol, mainly because of its legally-binding nature. This, and distributional conflict, led to failures of subsequent international climate negotiations.  The 2009 round of negotiations were intended to produce a successor treaty of Kyoto, but the resulting Copenhagen Accord was not legally binding and did not get adopted universally.  The Accord did lay the framework for bottom-up approach of what would become the Paris Agreement.  Under the leadership of UNFCCC executive secretary Christiana Figueres, negotiation regained momentum after Copenhagen's failure.  During the 2011 United Nations Climate Change Conference, the Durban Platform was established with the aim to negotiate a legal instrument governing climate change mitigation measures from 2020.  The resulting agreement was to be adopted in 2015.  Adoption Heads of delegations at the 2015 United Nations Climate Change Conference in Paris.  Main article: 2015 United Nations Climate Change Conference At the conclusion of COP 21 (the 21st meeting of the Conference of the Parties, which guides the Conference), on 12 December 2015, the final wording of the Paris Agreement was adopted by consensus by all of the 195 UNFCCC participating member states and the European Union to reduce emissions as part of the method for reducing greenhouse gas."
1898,132_2-13,0,WAPO_VD7GZ5ABEVBOHHBN7HTKDP2NZM-1,0,"THE LIGHTBULB Super Tuesday whittled down the Democratic race for the White House to two viable candidates — and two different visions for what to do about climate change.  Both Joe Biden and Bernie Sanders agree Earth’s steadily rising temperatures are an “existential threat.”  Both say President Trump made a grave mistake when he promised to pull the United States out of the Paris climate accord.  And both offer more ambitious proposals for tackling climate change than any U.S. president ever has.  But beyond that, the former vice president and the independent senator from Vermont have divergingproposals about how exactly — and how quickly — to try to cut the country’s contributions to global warming.  Here are the biggest differences on the issues, as voters head to the polls in Idaho, Michigan, Mississippi, Missouri, North Dakota and Washington next Tuesday:  1.  Gas: The declining cost and growing availability of gas because of hydraulic fracturing, or fracking, has helped lead to the closure of hundreds of power plants that burn coal — the dirtiest of all fossil fuels.  But gas makes its own contribution to climate change, and scientists are still trying to puzzle out just how big it is.  2. Nukes: Nuclear energy is the nation’s biggest source of power that emits no carbon dioxide."
1701,132_2-13,0,MARCO_06_772268149-15,0,"However, as with past climate conferences, this was not without its controversies, especially Europe and developing countries’ criticisms of the US position and negotiation tactics. Read “ COP13—Bali Climate Conference ” to learn more.  COP11—Montreal Climate Conference Posted Thursday, December 29, 2005.  December 2005 saw the eleventh session of the United Nations Framework Convention on Climate Change (UNFCCC)  Conference of the Parties (or, COP11 for short).  At the same time, the first Meeting of the Parties of the Protocol (MOP 1) took place.  These meetings attempted to advance discussions on the future emission reductions and ways to help developing countries.  The US walked out at one point of the meeting, but were eventually convinced to come back to the conference.  The result, some felt, was a slightly weakened text, but something to build upon for the future.  Developing countries were also discussed, but issues of climate justice and equity seemed to be missing once again.  Read “ COP11—Montreal Climate Conference ” to learn more.  COP10  —Buenos Aires Climate Conference Posted Friday, December 24, 2004.  December 2004 saw the tenth session of the United Nations Framework Convention on Climate Change (UNFCCC)  Conference of the Parties (or, COP10 for short)."
1841,132_2-13,0,MARCO_41_2052529497-7,0,"Recently, Saudi Arabia signed onto the Paris Agreement, leaving the United States as the only developed country not currently involved. Nevertheless, many individual companies are doing their part to reduce their carbon footprint in an effort to become greener.  Right now, the Paris Agreement is the only thing we have in terms of a globally recognised climate change plan.  Controversy Around Carbon Credits There are a lot of arguments out there about carbon credits and why they do not work and the data actually backs it up, to a point.  Actually, the emission of carbon dioxide has actually risen 25% since the implementation of the ‘cap and trade’ system.  There is one popular argument surrounding carbon credits.  That the current trading system encourages companies to sell carbon emissions allowances they would not normally use.  Meaning that wealthy companies that go over their allowance find it fairly easy and economical to pollute more if they choose to.  The point of this argument is that the current trading system does not work.  Wealthy companies will just buy more carbon credits and ignore their quota.  So, wouldn’t a different system be better?  Like instead of companies being able to buy more carbon credits, companies should only be allowed to buy carbon offsets.  Another argument is that the current system is much too difficult to regulate."
1842,132_2-13,0,MARCO_43_429791057-2,0,"Unfortunately, it was later discovered that their very stability allows them to float into the upper atmosphere, where ultraviolet sunlight breaks them down and releases ozone-depleting chlorine. CFCs were banned by an international treaty agreement known as the Montreal Protocol in 1987, and scientists have since developed alternatives.  Advertisement R22 Is an HCFC, While R134a Is an HFC Like R12, which is the original ozone-depleting refrigerant, R22 is marketed under the brand name Freon, and it's one of the earliest CFC alternatives.  Its chemical name is chlorodifluoromethane, and while it isn't technically one of the CFCs banned by the Montreal Protocol, it belongs to a closely related class known as hydrochloroflurocarbons (HCFCs).  These refrigerants also contain chlorine that can potentially find its way into the upper atmosphere.  HCFCs like R22 are being phased out of production and will be all but illegal in 2020.  R134a belongs to another class of CFC alternatives, called hydrofluorocarbons (HFCs), that don't contain chlorine.  Its chemical name is tetrafluoroethane.  It isn't the only CFC alternative on the market, and it isn't the best.  HFCs may not be ozone depleting gases, but they contribute to global warming, and R134a has more global warming potential than other HFCs, such as R152a."
2222,132_3-1,0,WAPO_f19811041b70ef52f08371f494a50ec0-1,0,"President Trump’s announcement Thursday that the United States would withdraw from the landmark Paris climate agreement unleashed a backlash on Twitter.  Elon Musk said he would leave the president’s advisory council, while politicians and pundits framed the move as reckless by highlighting the two other countries whose leadership refused to sign the accord: Syria and Nicaragua.  The message was clear: The United States — once a world leader that sat at the front of the class — has relegated itself to the back of the room with the world’s perceived outliers.  Some commenters noted that even Uzbekistan, a onetime Paris holdout that is home to one of the worst ecological disasters on the planet, signed the climate agreement last month.  The problem with the comparison, and the implicit developed-world condescension it contains, is the glaring absence of context.  Syria didn’t sign the agreement because the country remains locked in a protracted civil war that the United Nations estimates may have displaced 12 million people and resulted in more than 250,000 deaths.  Meanwhile, Nicaraguan leaders said they declined to enter the Paris agreement not because they didn’t want to abide by new emissions standards but because those standards weren’t strict enough and didn’t require enough sacrifice from wealthier countries with larger economies, according to Reuters."
1924,132_3-1,0,KILT_48674094-2,0,"The British hosts set out four main goals for the summit:  BULLET::::- prosperity: boosting intra-Commonwealth trade and investment  BULLET::::- security: increasing cooperation across security challenges including global terrorism, organised crime and cyber attacks  BULLET::::- fairness: promoting democracy, fundamental freedoms and good governance across the Commonwealth  BULLET::::- sustainability: building the resilience of small and vulnerable states to deal with the effects of climate change and other global crises  Under consideration were: A Commonwealth Blue Charter on ocean governance, a Commonwealth connectivity agenda for trade and investment, a declaration on cybercrime, and revised Commonwealth guidelines on election observation in member countries.  Section::::Agenda.:Trade.   This was the first CHOGM held following the United Kingdom's decision to withdraw from the European Union, a decision which has resulted in calls for Britain to strengthen its economic ties with and play a greater role in the Commonwealth.  The Commonwealth, as of 2018, was responsible for one-tenth of British trade compare to the EU with which the UK currently conducts half of its trade.  Intra-Commonwealth trade, overall, is expected to increase by at least 17% to around US$700 billion by 2020."
2031,132_3-1,0,MARCO_31_351897954-17,0,"Example: Powers JD, Powers TE, editors. 1984.  Proceedings of the 10th annual food animal medicine conference: the use of drugs in food animal medicine; 1984 Sep 25-26; Columbus, Ohio.  Columbus: The Ohio State University Press. 310 p. 2. Proceeding Titles that Do Not Share Conference Titles Format: Last Name and Initial (s) of Editor, [  followed by last names and initials of other editors, if any], editor (s).  Year of Publication.  Title of proceedings.  Title of Conference; Year Month Days of Conference; Place of Conference.  Place of Publication: Publisher.  Number of Pages.  Example: Irvin AD, Cunningham MP, Young AS, editors.  1981.  Advances in the control of Theileriosis.  International Conference held at the International Laboratory for Research on Animal Diseases; 1981 Feb 9-13; Nairobi.  Boston: Martinus Nijhoff Publishers.  427  p. 3. Papers that Share Conference Proceeding Titles Format: Last Name and Initial (s) of Author, [  followed by last names and initials of other authors, if any].  Year of Publication.  Title of paper.  In: Description of proceedings and Title of Conference; Year Month and Days of Conference; Location of Conference.  Place of Publication: Publisher.  Page Numbers."
2081,132_3-1,0,MARCO_48_1439242324-4,0,"Mr. Trump has not yet decided whether to formally withdraw from the Paris agreement. But by rolling back the policies needed to meet American commitments, the United States essentially announced that it would not comply, whether the nation remains a signatory or not, experts said.  “One of the greatest concerns is what other key countries, including China, India and Brazil, will do when the U.S. reneges on the Paris agreement,” said Robert Stavins, a professor of environmental economics at Harvard, mentioning some of the world’s other largest carbon dioxide polluters.  “The worst-case scenario is that the Paris agreement will unravel,” Mr. Stavins said.  “That would be a great tragedy.”  Diplomats from some of the world’s other major economies say they intend to continue carrying out their climate change agreements, with or without the United States.  But the Trump administration’s moves are likely to embolden opponents of climate action around the world.  At the heart of the Paris accord was a breakthrough 2014 agreement between Mr. Obama and China’s president, Xi Jinping, in which the leaders of the world’s two largest polluting countries agreed to enact policies to cut their emissions.  At the time, Mr. Obama offered the Clean Power Plan as evidence that the United States would meet its target."
1918,132_3-1,0,KILT_3694292-12,0,"The Year of the Bear (in Baylor parlance, 'Añodeloso', a takeoff of the popular 'Diadeloso' festival) is the name given to the 2011–2012 year in Baylor Athletics.  The year started out on a potentially ominous note due to the turmoil surrounding the Big 12 Conference after it lost its third member in two years (by the end of the year, it would lose a fourth member) and the real potential for the conference to disband.  Baylor was not being considered by any major conference as a potential member due to its poor overall football performance as a Big 12 member (the 2010 season was the first year that the program finished at .500 in conference play, and only the second time that it had not finished last or tied for last in its division).   But the Year of the Bear would start with an upset when the Baylor Bears football team defeated former Southwest Conference rival (and later Big 12 rival) TCU (which was coming off an undefeated season and No. 2 ranking the prior year) 50–48.  The win would catapult junior quarterback Robert Griffin III into the Heisman spotlight."
2366,132_3-3,0,MARCO_36_683179344-1,0,"Copenhagen Accord Copenhagen Accord The Copenhagen accord is a voluntary agreement between the United States, China, Japan, Canada, Mexico, Russia and hundreds more making up over 80% of the global population and over 85% of global emissions.  This agreement is similar to the Kyoto Protocol, except that each country’s acceptance and participation is not mandatory.  Also, each country will commit to report their changes.  The agreement is on a goodwill basis and assumes that each country will live up to their part in saving the climate by reducing greenhouse gases.  180 Countries Pledged their Support On December 18, 2009, it was signed into agreement with more than 180 countries pledging their support.  If all of the countries who have signed the contract to date were to live up to their end of the bargain, the greenhouse gas levels would be significantly reduced.  Consequently, a reduction in greenhouse gases, which are responsible for the greenhouse effect would slow down global warming which contributes to several catastrophic disasters including heat waves, droughts, hurricanes, and desertification among many others.  A Different Approach Since this contract is not legally binding, it is expected that  many countries who were not part of the Kyoto Protocol will sign the agreement as they are now without worry of legal ramifications if they do not reach their targets."
2338,132_3-3,0,MARCO_19_266473698-3,0,"As of July 1, 2019, 24 states, American Samoa, and Puerto Rico have joined the alliance, and similar commitments have also been expressed by other state governors, mayors, and businesses. Trump's withdrawal from the Paris agreement will impact other countries by reducing its financial aid to the Green Climate fund.  The termination of the $3 billion U.S. funding will ultimately impact climate change research and decrease society's chance of reaching the Paris Agreement goals, as well as omit U.S. contributions to the future IPCC reports.  Trump's decision will also affect the carbon emission space as well as the carbon price.  The U.S.'s withdrawal will also mean that the spot to take over the global climate regime will be obtainable for China and the EU.  Following the 2020 presidential election, President-elect Joe Biden vowed to rejoin the Paris Agreement on his first day in office.  Once inaugurated, Biden signed an executive order to rejoin the agreement on January 20, 2021.  The country formally rejoined on February 19, 2021."
2487,132_3-3,0,WAPO_BYJ5J7KM55CN5HCGMHYEWTBLFY-1,0,"On Dec. 12, world leaders will gather online to mark the fifth anniversary of the Paris agreement on climate change.  There will be a celebratory mood.  China, Japan and South Korea have offered big new “net zero” pledges.  Europe is racing to finalize an even more ambitious target in advance of this week’s summit, and, following the November election, the United States appears poised to follow suit.  If these countries follow through — a big “if” — these moves could put the world within a hair of reaching the Paris agreement’s goals.  Does this mean the treaty is working?  As the Paris agreement hits the five-year mark, my research on the concept of “catalytic cooperation” can help us understand both how it survived President Trump and what might happen next.  The Paris agreement proved surprisingly resilient Withdrawing from the Paris agreement was among Trump’s 2016 campaign promises.  His unexpected electoral victory took place during the 2016 U.N. “Conference of the Parties” (COP22), leading many of the delegates gathered in Marrakesh, Morocco, to fear the agreement might collapse if Trump forced the United States, a major party, to walk away."
2368,132_3-3,0,MARCO_36_843803820-5,0,"The 2015 nuclear agreement lifted sanctions on Iran that crippled its economy and cut its oil exports roughly in half. In exchange for sanctions relief, Iran accepted limits on its nuclear program and allowed international inspectors into its facilities.  Much like its reasons for leaving the Open Skies agreement, the Trump administration has previously said that its decision to exit global commitments, like the INF and JCPOA, is because another party has violated the terms."
2427,132_3-3,0,MARCO_58_1481665100-4,0,"Image credit: kellybdc/Wikimedia.org US President Donald Trump has set in motion the process for the US to exit the Paris Climate change Agreement as of November 3, 2020. This will make the US the only country to pull out of the agreement.  President Trump has expressed doubts in the veracity of climate change evidence and repercussions.  He has also voiced his opinion that the conditions of the agreement are unduly harsh on the US to the benefit of other industrialized countries, specifically China.  Criticism of this move has been harsh from both Trumps’ own party, the Republican Party, as well as the opposing Democrats.  Although Trump wishes to exit the treaty to avoid certain clauses, he has declared the intention to remain at the table for climate change talks on the global level.  America’s stance on the Paris Climate Change Agreement is likely to shift if Trump is not successful in his re-election bid, and the Democrats have publicly announced that they will recommit to the treaty immediately if their candidate is elected to the Oval Office.  COVID-19  And Climate Change Global conditions are still unfolding and the implications to the Paris Climate Change agreement following recovery from COVID-19 is uncertain.  The economic impact to the world economy will certainly factor into the ability and conviction that states retain around climate change."
2862,132_3-5,0,WAPO_KAY4QPRX3VFWHANG5EGP7UEL3U-1,0,"President Trump is cynically trying to overturn the election results based on claims of fraud that are themselves fraudulent.  He is unlikely to succeed.  But if he did, the United States’ 232-year history as a democracy would be finished.  Now is a time of testing: Do you stand with the democrats or the autocrats?  Unfortunately, most Republicans are failing this test — just as they have failed every other test during Trump’s presidency.  According to Axios, only six Republican senators (out of 53), seven Republican governors (out of 26) and 10 Republican members of the House (out of 197) have thus far acknowledged that Joe Biden won.  That means fewer than 1 in 10 of the most senior elected Republicans publicly stands behind our electoral system.  Even fewer have followed Sen. Mitt Romney (R-Utah) in warning that Trump’s unfounded claim of election-rigging “damages the cause of freedom.”  Sen. Lindsey O. Graham (R-S.C.) has often championed freedom abroad, but now he is a threat to freedom at home.  The Republican secretary of state in Georgia, Brad Raffensperger, says that the chairman of the Senate Judiciary Committee pressured him to throw out as many ballots as possible in a state that Biden won narrowly.  (Graham denies it.)"
2613,132_3-5,0,MARCO_18_1156330098-38,0,"The Iraq War is declared formally over in December 2011. Donald Trump becomes the 45th President of the United States on January 20, 2017.  2020s  The COVID-19 Pandemic shuts down most businesses and activities, arriving January 13, 2020.  Joe Biden becomes the 46th President of the United States on January 20, 2021."
2652,132_3-5,0,MARCO_23_124072427-10,0,"As of September 15, 2020, FiveThirtyEight 's statistical model predicted that Biden had a 76% chance to defeat Donald Trump. President of the United States Joe Biden takes the oath of office of the President of the United Biden was elected the 46th President of the United States in November 2020, defeating the incumbent Donald Trump, the first sitting president to lose re-election since George H. W. Bush in 1992.  He became the second non-incumbent vice president to be elected president, and the first Democrat to do so.  He is also expected to become the oldest president at the time of inauguration, as well as the first president from Delaware.  Biden was inaugurated at noon on January 20, 2021.  He is the oldest president at the time of inauguration, as well as the first president from Delaware.  Personal life An early photo of Jill and Joe Biden While in college, he married his first wife, Nelia Hunter.  They had three children, two sons ( Beau and Robert) and a daughter (Naomi).  After college, he became a lawyer and served on a County Council, a group of people who run a county.  In 1972, Nelia and Naomi were killed in a car accident, and Beau and Robert were hurt very badly.  Both survived the accident."
2812,132_3-5,0,WAPO_45JNW4K2AFDVRDPP7IJXHSHQQQ-7,0,"The reaction: “While the world will not be surprised, it’s a sad reminder of where the world’s former leader on climate change now stands,” Susan Biniaz, a former State Department climate negotiator, told Dennis in an email. In a statement, former vice president Al Gore pointed out that if a Democrat wins the White House, the United States could reenter the accord.  “Despite the president’s best efforts, the U.S. cannot officially withdraw from the Paris agreement until one day after next year’s presidential election.  And even if he follows through, it would take just 30 days for a new president to get us back in.  This decision is ultimately in the hands of the voters,” Gore said.  2020 candidates weigh in: Numerous candidates for the Democratic presidential nomination were quick to criticize the administration and use the moment to emphasize their climate policies.  Former vice president Joe Biden called the administration’s move “shameful.”  Sen. Bernie Sanders (I-Vt.) called Trump an “international embarrassment” and pledged to rejoin the deal, as did Sen. Elizabeth Warren (D-Mass.), who said Trump was “running away from our responsibilities."
2853,132_3-5,0,WAPO_HUXEOEJ3UJAM3HDGPY4R5BAK7M-2,0,"Undermining that mission is the Trump administration's rollback of rules meant to help the United States hit its own emissions goals. Trump officially withdrew the country from the agreement on Nov. 4, the day after the election, although Biden has promised to reenter the agreement on “day one” in office.  Kerry will be charged with convincing global leaders the United States is serious about addressing global warming, even as Republican administrations tend to undo the climate work of Democratic ones.  Over the weekend, Trump took a final potshot at the Paris climate accord during a virtual Group of 20 summit.  The agreement, he said in a speech, “was not designed to save the environment; it was designed to kill the American economy.”  In the Democratic presidential primary, Kerry went to bat for Biden during the Iowa caucuses when his candidacy was flagging.  But earlier this year, Kerry sought to mend fences with the more progressive members of the Democratic Party by co-chairing a climate task force with Rep. Alexandria Ocasio-Cortez (D-N.Y.)  The Biden campaign set up that panel to make policy recommendations and bring supporters of Sen. Bernie Sanders (I-Vt.) into the fold after Biden secured the Democratic nomination."
3014,133_1-1,0,MARCO_40_1640701121-4,0,"For a more frugal gift hamper, you can make the hamper items yourself. The hamper in the photo below includes homemade choc-chip cookies and homemade truffles that have been packaged in DIY boxes.  If you make great jam or chutney or have a secret spice mix, don’t buy it, make it yourself.  People really appreciate the time and effort you spend making things (and they enjoy your wares as well).  I once made up “gift pack” hampers for a couple of young girls to make their own cards.  I included scrapbooking supplies, cardstock, embellishments etc., that I already had on hand and supplemented these with a couple of glitter pens and some stickers, embellishments etc. from the $2 shop.  It ended up being a really well-received gift (their mother said they spent hours crafting) and only cost a few dollars.  These were packed in recycled plastic sleeves that you get packs of speciality paper in and I made up a label in Word with card making instructions/hints to go in the pack.  While not technically a hamper (nary a basket in sight) it’s the same concept.  [  Read more: 15 Second-hand items that make good gifts .] 3.  What Do You Put in a Hamper Basket?"
2951,133_1-1,0,MARCO_22_1287051767-7,0,"Pampers introduced its value pack to the market and launched its first thin diaper made from absorbent gelling material, elastic leg gathers, tabs that could be refastened and a softer liner. Pampers is definitely setting high standards for the diaper making industry, Pampers diapers that can breathe, Premium and Baby-Dry diapers that have a protective lotion layer to keep the small bottom of your LO (little one) smooth, soft and comfortable at all times.  Pampers Philippines Product Guide What is the secret of Pampers?  There is actually no big secret formula, Pampers just designs all its products with the needs and comfort of babies in mind.  Pampers product designers strive to develop products that will help parents and make babies comfortable.  The following are the different types of Pampers products: Pampers Swaddlers (diapers) Pampers Cruisers (diapers) Pampers Baby Dry (night diapers) Pampers Sensitive Wipes Pampers Easy Ups Boys (potty training pants diapers) Pampers Easy Ups Girls (potty training pants diapers) Pampers Philippines: How do Pampers diapers work?  All mothers know that the top thing about a diaper is its function to keep babies dry and comfortable.  But how are diapers made and what materials are used to make this daily essential so reliable?"
3017,133_1-1,0,MARCO_40_9093454-1,0,"The Best Baby Shower Gifts for Moms in 2020 - FamilyEducation The Best Baby Shower Gifts for Moms-to-Be Jennifer Caffelle Updated: March 2, 2021 Making a point to recognize and appreciate the mom-to-be is such a wonderful way to celebrate the upcoming arrival of their baby.  Here are the top 15 baby shower gifts for moms-to-be.  Editor’s Note: We know raising kids can be hard.  That’s why we’re dedicated to making your life easier with the latest and greatest parenting advice and products.  We wanted to let you know that if you chose to purchase one of the items featured in this post, we may receive a small commission for it.  With the excitement of a new little one on the way, the mom-to-be is often overlooked.  Being inundated with typical shower gifts that will inevitably help prepare for baby’s arrival is what most parents anticipate.  Most mom-to-be’s are not expecting to be showered with gifts for herself, but with all the hard work and upcoming sleepless nights, every mom deserves a little pampering.  More: 5Alternatives to a Traditional Baby Shower Making a point to recognize and appreciate the mom-to-be is such a wonderful way to celebrate the upcoming arrival of their baby."
2958,133_1-1,0,MARCO_24_1057883035-3,0,"They feature a high panel that will cover most of a newborn’s back, providing extra protection against leaks. Wide leg holes mean a more comfy fit for baby, but more of a chance that moisture will escape from the leg holes.  Pampers make a breathable diaper, with its patented Air Channels™ that keeps wetness away from the body and allow air to circulate through.  Moms especially love this feature as it means less chance of diaper rash for baby.  Pampers are the most used newborn diapers in hospitals, so many moms are introduced to the brand just after a baby is born.  Pampers come with a wetness indicator that will alert you when its time to change the baby’s diaper.  This pattern on the front of the diaper will change color when wet, making it easy for parents to get baby out of a wet diaper quickly.  With a blanket-like softness, the brand claims that babies sleep better with dry skin while wearing Pampers.  Diapers Size 2, 124 Count – Pampers Swaddlers Disposable Baby Diapers, Giant Pack Recommended Weight: 12-18 Pounds."
3059,133_1-1,0,MARCO_49_408110023-3,0,"Most diaper bags come with one, but why not throw in a few disposable pads, too, as you never know where you'll end up changing your baby Small bottle of hand sanitizer (for use before and after diaper changes, when you can't wash your hands) Burp cloth for spit-up protection and cleanup Extra baby outfit Nursing cover Pacifier Water and light snack for Mom, so you stay hydrated and energized Wallet and phone, if you're not taking a purse Daytrip Diaper Bag Checklist Diapers – pack one for every two or three hours you'll be away, plus one or two extras A pack of wipes – best choice are those made for sensitive skin Small tube of petroleum jelly, barrier ointment, or diaper cream Changing pad, plus a few disposable ones 1 or 2 burp cloths for spit-up Hand sanitizer (just in case you can't wash your hands before and after a diaper change)"
3220,133_1-3,0,MARCO_29_1480542871-1,0,"How to Make a Diaper Cake with Pampers | The DIY Mommy How to Make a Diaper Cake with Pampers Published: Apr 23, 2018 · Modified: Nov 8, 2020 by Christina Dennis · This post may contain affiliate links · This blog generates income via ads · 18 Comments One of my most favourite baby shower gifts was a beautifully handmade diaper cake from my husband's aunt.  Not only was it practical - a mama can never have too many diapers!  - but it was also thoughtful and made with love.  It was actually one of the things that inspired me to start this blog!  Today I'm partnering with Pampers to share with you how to make a beautiful, rustic looking diaper cake gift for the next baby shower you attend.  My method doesn't involve any diaper rolling, and I've added a unique topper that I think takes this gift to an adorable level.  Take it from a mama of three girls - a mom can only have so many frilly outfits and blankets for her baby, but she can never have too many diapers!  I always appreciated getting diapers as baby gifts when my girls were newly born, and now that three of my good friends have had babies this month, I'm excited to gift them some diapers, too."
3258,133_1-3,0,MARCO_32_654489399-29,0,"I guess mothers have to be strict in order to discipline their kids, though the ensure they pamper us and teach us life’s lessons alongside too. I think you were closer to your dad in your initial years as I read on your blog, but I think after him your closeness to your mom must have increased.  And this is what mostly happens- that we are closer to one parent when we our young and later the closeness for both parents develops.  I was perhaps always close to my mom, though later the closeness for both became more – much more for my dad after my mom.  It’s the feelings that really matter and as you are going to be with your mom next Friday for the weekend, and help her with her birthday celebrations and take her for the reunion, you are doing a great deal for your mom.  Wishing her a very Happy Birthday in advance.  Yes, I could never forget animals as they are also loving parents of their young ones, and as good as children for those who don’t have kids.  Happy Mother’s Day and thanks so much for stopping by.  It’s always a pleasure to have you over.  Reply Harleena – Awesome post on a beautiful day for all mothers out there."
3292,133_1-3,0,MARCO_38_1758775002-5,0,"Set it up so you will be comfortable, with a pillow under your head and another under your knees. Oil always drips from the pack so it is important to protect bedding, cushions, or pillows (some people prefer to use the pack undressed in order to avoid soiling their clothes).  Here are the steps for a mess-free pack: Place the large piece of plastic over the area where you will be laying.  Place an old sheet over the plastic.  Take the second piece of the 13-gallon trash bag and position it across the sheet, under your lower back and beneath the area of your abdomen.  Lie down on your back on the plastic bag.  Place the saturated pack on your abdomen, with the oiled flannel against your skin and the plastic-covered heating pad on top.  Adjust the heating pad control to the warmest setting you can tolerate comfortably.  It should be very warm ('as hot as the body can stand'), but not so hot it burns you.  And please note that it's easy to fall asleep with the pack in place so if you find that happening, be doubly careful of the temperature setting on your heating pad and lower it if necessary."
3368,133_1-3,0,MARCO_50_264920280-15,0,"Shoe Making Business There will always be the need for folks to use foot wear. This is why you may want to specialize in this trade.  The foot wear making business can be started from your home if you are a stay at home mum.  You will need to procure the needed equipment and then n acquire the skill.  Photography Business If you like to take photographs, then you can convert this hobby to commercial purpose by starting a photography business.  This is a profitable trade and can be embarked on by both the working class mum and the stay at home mum.  You however, have got to have the ability to be creative.  Video Rental Club If you are a movie buff, then you can commercialize that art.  This means that you can begin to rent movies to people who are like you (those who love movies).  This is one business that can be engaged in by a stay at home mum.  This is not to say that working class mums couldn’t possibly star this venture too.  DJ Business The disc jockey trade isn’t essentially for the male folks alone; every day ladies join the trade.  As such, if you have the penchant for this business, then you can start it from your home."
3160,133_1-3,0,MARCO_20_570989692-1,0,"The Ultimate Pampering Mothers Day Gift Basket | Fresh Mommy Blog Home About Contact Shop Categories RECIPES HOME + DIY MOTHERHOOD Essential Oils LIFE STYLE + BEAUTY Search Fresh Mommy Blog Home About Press Contact Shop Gift Guides Show Offscreen Content Hide Offscreen Content Explore RECIPES HOME + DIY ESSENTIAL OILS LIFE MOTHERHOOD TRAVEL STYLE + BEAUTY LIFE COACHING DOWNLOADS HOLIDAYS + PARTIES How to Create The Ultimate Pampering Mothers Day Gift Basket May 7, 2018 · In: GIFT GUIDE This post may have affiliate links, which means I may receive commissions if you choose to purchase through links I provide (at no extra cost to you).  As an Amazon Associate, I earn from qualifying purchases.  Read more about these links in my disclosure policy.  All I want for mother’s day, I can hold in my lap.  I mentioned before how I used to scoff when my own mother would tell me she had all she wanted for Mother’s Day, but you guys, now I feel it!  Though, that doesn’t mean I’d turn down a massage, or brunch, or a night of uninterrupted sleep… or an ultimate pampering Mothers Day gift basket!  So really, I DO have everything I need, but motherhood can be a really, really BIG job… so I’ll just take the lot in the gift department!"
3900,133_1-5,0,MARCO_57_2340813516-4,0,"If you want to leave your phone on for emergencies or check it every few hours because you simply can’t live without it, then you can do that. {'smallUrl':'https:\/\/www.wikihow.com\/images\/thumb\/4\/4c\/Have-a-Home-Pampering-Day-Step-3.jpg\/v4-460px-Have-a-Home-Pampering-Day-Step-3.jpg','bigUrl':'\/images\/thumb\/4\/4c\/Have-a-Home-Pampering-Day-Step-3.jpg\/aid5025548-v4-728px-Have-a-Home-Pampering-Day-Step-3.jpg','smallWidth':460,'smallHeight':325,'bigWidth':728,'bigHeight':514,'licensing':'<div class=\'mw-parser-output\'><p>License: <a target=\'_blank\' rel=\'nofollow noreferrer noopener\' class=\'external text\' href=\'https:\/\/creativecommons.org\/licenses\/by-nc-sa\/3.0\/\'>Creative Commons<\/a><br>\n<\/p><p><br \/>\n<\/p><\/div>'} 3 Gather all of the materials you’ll need.  If you want to have the most successful home pampering day possible, then you don’t want to spend a minute going to the store, checking items off a list, or gathering anything you need, unless that makes you feel more relaxed.  While making too much of a plan can be stressful and can counteract the idea of a home pampering day, you should plan to have a few things ready so you can start making yourself feel relaxed the moment you wake up."
3795,133_1-5,0,MARCO_47_97926714-6,0,Pamper Gifts for Mom Homemade Sugar Scrub - Messy Little Monster This easy homemade sugar scrub looks very luxurious if you put it in a nice jar. Add a little gift tag and it makes the perfect gift for mom.  I love the addition of pink hearts.  Easy Bath Salts -Teaching 2 and 3 Year olds I love how the process of making this gift has been adapted so toddlers can be involved in making this gift without to much help.  Mom will love relaxing in a bath with homemade bath salts.  Personalized candle holder -Rhythms of Play Imagine mum lighting up a few candles as she has a nice relaxing bath.  What a perfect way for her to pamper herself a little.  These candle holders can be kept and treasured forever too!  Pamper Hamper - Blue Bear Wood Make mom her own gorgeous pamper hamper full of all her favourite pamper products.  This gift set includes a few homemade beauty products which makes it even more personal.  Keepsakes for Mom Rock Photo Holder - Buggy and Buddy Make mom a photo holder to hold her precious photos.  These rock photo holders look beautiful and can be completely personalised.  Heart Notebook - Easy Peasy and Fun Fill a diy heart notebook with little letters telling mom her how special she is.
