turn_id,query,passage_id,passage,answerability,predicted_response,predicted_value
84_1,How does seed investment work for startups?,CAR_3290679134c490595033058ee0e8ef2ef88b19ce,"Micro venture capital is money invested to seed early-stage emerging companies with amounts of finance that is typically less than that of traditional venture capital. In contrast to traditional venture capital which is money used to invest in companies looking to fund growth (also referred to as a Series A round of funding), micro venture capital consists of smaller seed investments, typically between $25K to $500K, in companies that have yet to gain traction. In the United States, the number of micro venture capital firms have continued to rise rapidly over the last 5 years, and have become an important source of finance for startup companies.",1,1,1
84_1,How does seed investment work for startups?,CAR_361ba5e8b47848ffc81eab8a56fb7ef4f60befed,"Startup investing is the action of making an investment in an early-stage company (the startup company). Beyond founders' own contributions, some startups raise additional investment at some or several stages of their growth. Not all startups trying to raise investments are successful in their fundraising. The solicitation of funds became easier for startups as result of the JOBS Act. Prior to the advent of equity crowdfunding, a form of online investing that has been legalized in several nations, startups did not advertise themselves to the general public as investment opportunities until and unless they first obtained approval from regulators for an initial public offering (IPO) that typically involved a listing of the startup's securities on a stock exchange. Today, there are many alternative forms of IPO commonly employed by startups and startup promoters that do not include an exchange listing, so they may avoid certain regulatory compliance obligations, including mandatory periodic disclosures of financial information and factual discussion of business conditions by management that investors and potential investors routinely receive from registered public companies.",1,0,0
84_1,How does seed investment work for startups?,CAR_6a64a4b124c61859db5dc4eb0d770e4756893d1c,"Social Venture Accelerators is a form of Seed accelerators that fixed termed, cohort-based entrepreneurial development programs designed to transform validated idea of the social startups companies to seed funding. Hence,  increase the outcomes for sustainability and growth of startup companies that have potential to scale(usually tech-based companies). Such programs allows startup companies to gain exclusive visibility to early- stage investors and other resources such as  providing initial investment, technical facilities/development, to office accommodation and under the guidance of experienced mentors, all of which in return of a minor share in the invested startups companies, or under grant funding to support  participating companies. Seed Accelerator companies will assess  based on  startup companies' business model and ensure market/customer sector validated, to develop a commercial validity of the social startup companies to  investment ready and prepare to scale their impact.",1,1,1
84_1,How does seed investment work for startups?,CAR_fef4c224bb39283d6c8f49190c9855514e0b7fa5,"Seed money, sometimes known as seed funding or seed capital, is a form of securities offering in which an investor invests capital in exchange for an equity stake in the company. The term seed suggests that this is a very early investment, meant to support the business until it can generate cash of its own (see cash flow), or until it is ready for further investments. Seed money options include friends and family funding, angel funding, and crowdfunding.",1,1,1
93_3,Is there any financial support for the initial franchise fee of a Burger King restaurant franchise?,MARCO_3105368,"How Much Does a Burger King Franchise Cost? Franchise Fees is a flat $50,000 and the total investment could be as low as $300,000 making Burger King a much more affordable option than most in its class. Burger King's franchisee training is geared to provide you with the skills to help build a successful business in this extremely competitive marketplace.",1,0,0
93_3,Is there any financial support for the initial franchise fee of a Burger King restaurant franchise?,MARCO_4117903,"In fact, Burger King charges its franchisees 4.5% of sales in addition to a $50,000 franchise fee, and Dunkin' Donuts has its franchisees cough up 5.9% of sales each year in addition to a franchise fee that can range anywhere from $40,000 to $80,000, depending upon the location.ere's how it works: Each and every year, franchisees must pay the franchise a fee equivalent to 12.5% of sales. It also means that no matter how successful you are as a business owner and how innovative you are at driving revenue, you'll always have two partners: Uncle Sam and company headquarters.",0,0,0
93_3,Is there any financial support for the initial franchise fee of a Burger King restaurant franchise?,MARCO_4332525,"The total financial cost of opening a franchise can range between $1.2 million and $2.2 million, depending on location, building size and any updates or upgrades that need to be completed. The initial franchise fee for a Burger King is $50,000, which must be paid prior to the opening date of the location. Once the restaurant opens for business, a monthly royalty fee of 4.5 percent of gross sales is required by the parent company.",0,0,0
93_3,Is there any financial support for the initial franchise fee of a Burger King restaurant franchise?,MARCO_7510547,"Costs and Fees to Incorporate in Illinois. The state filing fee to incorporate in Illinois is $125.00, plus the initial franchise tax of at least $25.00. It typically takes 7-10 business days for Illinois business registration.Expedited filings, which require an additional fee, typically take 24 hours.he state filing fee to incorporate in Illinois is $125.00, plus the initial franchise tax of at least $25.00. It typically takes 7-10 business days for Illinois business registration. Expedited filings, which require an additional fee, typically take 24 hours.",0,0,0
93_3,Is there any financial support for the initial franchise fee of a Burger King restaurant franchise?,MARCO_8436282,"In fact, Burger King charges its franchisees 4.5% of sales in addition to a $50,000 franchise fee, and Dunkin' Donuts has its franchisees cough up 5.9% of sales each year in addition to a franchise fee that can range anywhere from $40,000 to $80,000, depending upon the location.fter 20 years, assuming the company agrees to renew the contract, another $45,000 franchise fee is charged. The total monetary layout to open a McDonald's franchise can range anywhere from $500,000 to $1.6 million. The real kicker, however, is the ongoing royalty fee.",0,1.,1
89_11,Why would humans be considered apex predators?,CAR_182a037319ce0bf6aa571be2420ab97190004916,"The ecology of Homo sapiens has been noted as being that of an unprecedented 'global superpredator' that regularly preys on the adults of other apex predators and has worldwide effects on food webs. Extinctions of species have occurred on every land mass and ocean, with many famous examples within Africa, Asia, Europe, Australia, North and South America, and on smaller islands. Overall, the Holocene extinction can be characterized by the human impact on the environment. The Holocene extinction continues into the 21st century, with overfishing, ocean acidification and the amphibian crisis being a few broader examples of an almost universal, cosmopolitan decline in biodiversity.",1,1,1
89_11,Why would humans be considered apex predators?,CAR_22f145378ce8756b9a11416f5e2ca2ab21914de0,"Within an ecological food chain, consumers are categorized into three groups: primary consumers, secondary consumers, and the tertiary consumers. Primary consumers are usually herbivores, feeding on plants and fungus. Secondary consumers, on the other hand, are mainly carnivores, and prey on other animals. Omnivores, who feed on both plants and animals, can also be considered a secondary consumer. Tertiary consumers, sometimes also known as apex predators, are usually at the top of food chains, capable of feeding on secondary consumers and primary consumers. Tertiary consumers can be either fully carnivorous or omnivorous. Humans are one such example of a tertiary consumer.",1,1,1
89_11,Why would humans be considered apex predators?,CAR_c34c2ee7e7948ba6aaa8a3458dc745b96ed98955,"Fishing has had a devastating effect on marine organism populations for several centuries even before the explosion of destructive and highly effective fishing practices like trawling. Humans are unique among predators in that they regularly predate on other adult apex predators, particularly in marine environments; bluefin tuna, blue whales, and various sharks in particular are particularly vulnerable to predation pressure from human fishing. A 2016 study published in Science concludes that humans tend to hunt larger species, and this could disrupt ocean ecosystems for millions of years. Jonathan Payne, associate professor and chair of geological sciences at Stanford University, explains: 'If this pattern goes unchecked, the future oceans would lack many of the largest species in today’s oceans. Many large species play critical roles in ecosystems and so their extinctions could lead to ecological cascades that would influence the structure and function of future ecosystems beyond the simple fact of losing those species.'",1,1,1
89_11,Why would humans be considered apex predators?,CAR_e032451d2211733d3f6fdbf67fe0e0aa016c81ce,"The question of whether or not homo sapiens qualifies as an apex predator is a complex one that has been subject to various analyses for years. The highly varied environments that human beings have lived in (and continue to live in) coupled with the similarly highly varied behaviors of human cultures towards animals make generalizations particularly difficult; though as omnivores that far and away consume more plant matter than meat, humans have the organized ability to drive other species into extinction as well as threatened status vastly unlike any other animal. The topic has been explored in publications such as the Proceedings of the National Academy of Sciences and Scientific American, with disputed results.",1,1,1
89_11,Why would humans be considered apex predators?,MARCO_5450285,Humans have a large effect on the world. Humans are at the top of the food chain and are generally not eaten by any animals. Humans have been described as Super Predators because of this. Because of industry and other reasons humans are said to be a big cause of global climate change.,1,1,1
89_8,Why would the roles of predator and prey reverse?,CAR_0a5916002f952464f308ee67380ed990acdd68aa,"Joshua Weitz, a professor at Georgia Tech’s School of Biology, said that particular phenotypes can show up as dominant depending upon changes in the environment around them. When both predator and prey are evolving at the same time, and the predator population has drastic effects on prey, the prey may realize they have the ability to overcome smaller numbers of predators and evolve to a predator-type role.",1,1,1
89_8,Why would the roles of predator and prey reverse?,CAR_10a90d52de0763ca7d00296ab650eb0e0c0c0d0f,"According to Georgia Institute of Technology research, prey and predator roles have cycles where the prey population may increase, thereby causing the predator population to increase as well. But sometimes the predator population overwhelms the prey to the point of devastating the prey population, subsequently resulting in a devastation of the predator population. Some studies indicate that  the roles of each may become reversed to the point that prey begin to eat the predators.",1,1,1
89_8,Why would the roles of predator and prey reverse?,CAR_5129fef448c076370526452aec4d4d8adbd37244,"The hunting of juveniles has developed as an effective anti-predator strategy and role reversal. Young predators are at risk from members of their own species and competitors, and they may also be vulnerable to adults of prey species, as young predators pose nearly no predation risk to adult prey. An experiment where juvenile prey were exposed to adult predators while they developed were more likely to kill juvenile predators as adults than prey that was not exposed as juveniles. Increased levels of attack against juvenile predators can deter the adult predators, as the adult predators will avoid locations where their young may be attacked. This in turn reduces the risk of predation on the prey species.",1,1,1
89_8,Why would the roles of predator and prey reverse?,CAR_75c474e58bdb728896fb0bd474a0f5138846a2d8,"Predator–prey reversal is a biological interaction where an organism that is typically prey in the predation interaction instead  acts as the predator. A variety of interactions are considered a role reversal.One type is where the prey confronts its predator and the interaction ends with no feeding. Two competing predators may interact and the larger predator will prey on the smaller. Smaller organisms may prey on larger organisms. Changing population densities may trigger a role reversal. In addition, adult prey may attack juvenile predators.",1,1,1
89_8,Why would the roles of predator and prey reverse?,CAR_e9a143edb9f86d06c3c152951da1ee10453bef18,"Algebraic equations and graphs were used to analyze data to reenact predator–prey reversal roles. The conclusion of this experiment showed that roles between species can reverse when the usual prey populations decrease to significantly low levels, causing the predators to decrease in population size also. Once this occurs, prey then begin to build up their population numbers and as they do, they prey on their original predators.",1,1,1
146_1-3,What are bike packing bags?,MARCO_18_438706474-27,"Bikepacking Bikepacking is a self-supported style of lightly-loaded single or multiple night mountain biking. Bikepacking is similar to bike touring, however the two sports generally use different bikes and the main difference is the method of carrying gear.  Bikepacking generally involves carrying less gear and using smaller frame bags while bike touring will use panniers.  A typical bikepacking set-up includes a frame bag, handlebar roll, seat pack, and backpack and typical gear includes lightweight and basic camping gear, and a bike repair kit.  Mountain bikes are generally used as many bike packing destinations are reached via forest-service roads or singletrack trails.  Mountain bikes specific to bike-packing use a slightly taller frame to get the maximum frame bag capacity.  This is achieved by using a longer headtube, a more horizontal top tube, and a reduced stem degree.  Generally, bikepackers tend to cover anywhere from 25 to 75 miles (40 – 120 km) in a given day as the riding can be technical.  Risks Injuries are a given factor when mountain biking, especially in the more extreme disciplines like downhill biking, free ride and dirt jumping.",1,Partial answer: Bikepacking generally involves carrying less gear and using smaller frame bags while bike touring will use panniers.,1
146_1-3,What are bike packing bags?,MARCO_31_919842847-10,"They are also better for riding through crowded cities and dense traffic because you can fit through narrow gaps between cars. This makes it easier and much less stressful to complete the last few miles into an urban center.  Panniers stick out wide and make passing through narrow gaps impossible.  You can push your bike more easily Panniers get in the way and hit your leg when pushing.  This isn’t a problem with bikepacking bags because they don’t stick out off the frame.  This comes in handy if you ride in places where you need to do a lot of hike and bike.  This is one of the main reasons that bikepacking bags are designed the way they are.  Bikepacking bags are trendy right now For most riders, this doesn’t really matter.  If you care about using the most modern gear, bikepacking bags are it right now.  Bikepacking Bags Cons Many bikepackers chose to wear a small backpack Bikepacking bags have less carrying capacity Generally, bikepacking bags can carry less volume than panniers.  For example, an average handlebar bag can hold 15-20 liters, a frame bag 10-15 liters, and a seat bag 10-25 liters.  Altogether bikepacking bags give you about 35-60 liters of space for all of your gear.",1,"Answer: Bikepacking bags are bags designed for bikepacking. Therefore, the answer is 1.",1
146_1-3,What are bike packing bags?,MARCO_31_919842847-2,"Watch on 0:00 0:00 0:00 / 5:01 Live • Bikepacking Bags Vs Panniers and Racks: What’s the difference? The purpose of bikepacking bags and panniers is to carry luggage on your bike.  Generally speaking, bikepacking bags are made for off-road use while panniers and racks are made for road riding.  Racks and panniers are generally preferred by bicycle tourists who need to carry all of the necessities for weeks, months, or even years on the road.  Most bicycle tourists spend more time riding on the pavement and travel long distances.  Often internationally.  Bikepacking bags are often preferred by those who spend more time riding off-pavement, on long stretches of gravel roads, and single track through rural or wilderness regions.  Most bikepackers take a minimalist approach to packing to keep the bike lightweight and agile.  What are Bikepacking Bags?  Bikepacking bags are soft bags that attach directly to the frame of the bike with straps and Velcro.  No metal racks are needed.  A wide range of bikepacking bags have hit the market to fit different sizes and styles of bikes.  You can find bikepacking bags that will fit pretty much every frame.  Many manufacturers are happy to build custom bags for you as well.",1,1,1
146_1-3,What are bike packing bags?,MARCO_31_919842847-9,"If you are traveling to a remote place and your metal rack breaks, you could be out of luck. You can ride rougher terrain Bikepacking bags are designed to stay stable and not bounce around when riding over rocks, branches, potholes, and other obstacles.  On a fat bike or mountain bike, bikepacking bags can handle all of the sand, snow, river crossing, and gnarley singletrack that you can throw at them.  If you happen to fall over, there are no racks to break.  Bikepacking bags are rugged enough to withstand getting knocked around, crashed with, or tipped over.  You can make them yourself Many bikepackers sew their own bags.  With some basic sewing knowledge and a bit of practice, you can do this too.  Measure your frame and make your own custom bags for a fraction of the cost of buying from a bikepacking company.  For inspiration, check out this guide from bikepacking.com.  I plan to borrow my mom’s sewing machine and give this a try sometime soon.  I’ll report back with my results.  You can also make a simple handlebar harness with this guide.  You can ride through more narrow gaps Bikepacking bags give your bike a more narrow profile so you can ride between trees and rocks on a trail without the bags hitting.",1,1,1
146_1-3,What are bike packing bags?,MARCO_51_711745598-1,"Best Seat Packs for Bikepacking / Large Seat Bags - Road Bike Rider Best Seat Packs for Bikepacking by Stan Purdum Bikepacking is self-supported bicycle touring off-road and in the back country where traditional panniers and tag-along trailers have been replaced by packs that attach to the bike without racks and maintain a narrow profile to avoid snagging on trailside vegetation.  Typically, bikepackers rely on handlebar packs, frame packs, seat packs and smaller peripheral packs.  Here is a round up of some popular seat packs, which should not be confused with the small, under-the-saddle wedge bags many of us use on daily rides to carry a patch kit, spare tube and a multi-tool.  Bikepacking seat packs are much larger bags designed to carry gear for a multi-day adventure.  They attach to the saddle rails and seat post and extend back behind the saddle and usually slightly upward for several inches.  Because of their size and location, they effectively also serve as rear fender.  These bags are waterproof and designed with enough internal support to hold their shape and not sag, and with sufficient strapping not to wag side-to-side while the bike is in motion.  Most also have reflective features to enhance visibility.",1,1,1
147_1-7,Let’s talk about Captain America The Winter Soldier’s far-reaching implications for the Marvel Cinematic Universe.,MARCO_27_1456317022-6,"The Winter Soldier not only marked a seismic shift in the very fabric of the MCU with its reveal that Hydra was part of SHIELD 's very inception, but it was also a Marvel movie unlike any other: a gritty, action yarn stepped in the paranoid conspiracy of a 1970s Cold War political thriller - and it worked like gangbusters. The Winter Soldier brought back the tragic Bucky Barnes/The Winter Soldier (Sebastian Stan) and introduced Sam Wilson/The Falcon (Anthony Mackie) while simultaneously deepening the characters of Steve Rogers and Natasha Romanoff/Black Widow (Scarlett Johansson), making them all flawed but admirable flesh-and-blood people.  Now that Avengers: Infinity War and Avengers: Endgame delivered superhero spectacles unlike any that fans had ever seen, it's easy to forget how revolutionary Captain America: Civil War was back in 2016.  While Civil War was essentially Avengers 2.5, it still never lost sight of Steve Rogers trying to save his oldest friend Bucky and what his devotion cost the entire MCU.  Along with seamlessly introducing Spider-Man (Tom Holland) and Black Panther (Chadwick Boseman) into the MCU, Civil War 's centerpiece Berlin airport fight was mind-boggling at the time.",1,0,0
147_1-7,Let’s talk about Captain America The Winter Soldier’s far-reaching implications for the Marvel Cinematic Universe.,MARCO_30_557724695-1,"Captain America: The Winter Soldier Easter Eggs, Trivia and Allusions | Time Entertainment movies 7 Things You Might Have Missed During Captain America: The Winter Soldier 7 Things You Might Have Missed During Captain America: The Winter Soldier Marvel By Joseph C. Lin April 7, 2014 9:00 AM EDT Note: Spoilers and speculation below — read at your own risk.  If you saw Captain America: The Winter Soldier this weekend, you likely spotted a handful of references, intimations and allusions to other characters within and outside the Marvel universe — which makes sense, given how the many characters are forming an intricate web with stories that could take several decades to tell completely.  But those Easter eggs also raise a lot of questions: here are some of the most important ones.  What’s next for the Winter Soldier?  If it struck you curious that the Winter Soldier, played by Stan Sebastian, caught and at one point even wielded Captain America’s shield, you should get used to it, because Chris Evans’ Captain America is most likely going to die and be replaced by the Winter Soldier.  In the comics, Captain America does in fact die due to a plot by the Red Skull, and it is Bucky/Winter Soldier who dons his uniform to continue his legacy.",1,1,1
147_1-7,Let’s talk about Captain America The Winter Soldier’s far-reaching implications for the Marvel Cinematic Universe.,MARCO_41_106379141-8,"Never mind Civil War; ' The Death of Captain America ' was the Marvel story that really had something to say about the world we live nowadays. 1.  The Winter Soldier (Image credit: Marvel Comics) (Captain America #1-9 & #11-14)  Ed Brubaker's Winter Soldier saga really consisted of an extended narrative drawn out over several story-arcs, but it remains the definitive modern Captain America tale.  Winter Soldier reintroduced Steve Rogers’s long lost partner Bucky as a brainwashed Soviet super-assassin, calling into question almost everything Steve took for granted about his own life and reintroducing Bucky Barnes to the Marvel Universe.  Winter Soldier defined the modern Captain America – both in terms of his character, the stories told with him.  The shocking twist, the deep political intrigue, and rich supporting cast all made Captain America a must-read title for the first time in years.  There's also the little matter of Bucky's ascent to being a fan-favorite character – something that would have seemed sacrilegious and impossible without the level of storytelling involved.",1,0,0
147_1-7,Let’s talk about Captain America The Winter Soldier’s far-reaching implications for the Marvel Cinematic Universe.,MARCO_41_107614308-20,"Infinity War manages to be emotionally powerful and incredibly funny (often in the same scene), its scale and scope are mind-bogglingly vast, and the crossover character interactions are unexpected and fun. Perhaps, most importantly, Marvel solves its villain problem in spectacular style, with Josh Brolin’s Thanos being both the driving force of the movie and a plausible bad guy – his grand plan is clearly deranged, but there's a weird, twisted logic to it.  And without Infinity War there could be no Endgame.  1.  Captain America: The Winter Soldier (2014)  Here it is.  The best Marvel movie.  The Winter Soldier set a new precedent for the MCU.  The Captain America sequel is a totally different take on the universe – a ’70s Cold War thriller that doesn't put a foot wrong.  Hell, The Winter Soldier should be named one of the best Marvel movies of all time for the elevator scene alone; a moment so memorable it was homaged in Avengers: Endgame.  The movie also has far-reaching implications for the rest of the Marvel universe – such as that SHIELD reveal – and establishes the resurrected Bucky Barnes as a major piece in the puzzle for years to come.",1,0,0
147_1-7,Let’s talk about Captain America The Winter Soldier’s far-reaching implications for the Marvel Cinematic Universe.,WAPO_3e0d5feb27111af76955cecb319b004f-1,"“CAPTAIN AMERICA:  The Winter Soldier” is a game-changer.  Not only is “The Winter Soldier” a superb adaptation of the Marvel Comics storyline of the same name, but it also may just be the best movie Marvel Studios has ever produced.  Kudos go to the directing team of the Russo brothers — Anthony and Joe — for recognizing that the tone of the Winter Soldier (a series of Captain America comics written by Ed Brubaker and illustrated by Steve Epting) was much more serious than what Marvel had released.  This movie is dark, with an edge, and stars a Captain America (Chris Evans) who isn’t just a soldier following orders, but a rogue Avenger who isn’t afraid to question the red, white and blue.  After fanboys see this film, there shouldn’t much debate as to whether “Captain America: The Winter Soldier” is the best movie of Marvel Studio’s “Phase 2,” but rather where it ranks in the history of all Marvel cinema.  Here are One Fanboy’s Five Mostly Non-Spoiler Things that stood out from the latest outing by the star-spangled Avenger.  [  ANN HORNADAY: ‘Winter Soldier’ is the most grown-up Avengers movie yet] 1.",1,1,1
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_11_1562495073-3,"See Also: 10 Mouth-Watering African Rice Dishes You Must Try 6. Ebbeh source: tasteofjollof.com Ebbeh is the Gambian version of Gumbo, a popular dish eaten in the Caribbean and America. It is a stew, usually thickened with chunks of cassava tube and garnished with flaked fish. 7.  Benachin source: Eat Gambia In the Gambia, jollof rice is called Benachin.  This dish which originated from the Wolof people in Senegal is a west African food staple that is even more embraced in Nigeria and Ghana.  READ Interesting Facts About Nairobi City - Map, National Park & Weather See Also: How To Cook Jollof Rice– A Step By Step Process 8.  Chakery source: worldfoodrecipe.com Chakery is a pudding made from couscous.  It’s a sweet and creamy dish that could pass for a dessert and is best served cold.  Chakery could include the addition of pineapples and berries or nuts.  Think of it as Gambian oats– creamy oats.  9.  Supakanja source: Pinterest Supakanja is a Gambian vegetable soup.  The main ingredient used in this soup is okra.  It is a delicious soup which is cooked as most west African soups; including spices, bouillon cubes, palm oil, and other local ingredients.  Supakanja is best served with rice or fufu.  It is also suitable for Pescatarians.",1,"1 (The passage states that Jollof rice originated from the Wolof people in Senegal and is a West African food staple embraced in Nigeria and Ghana, but it doesn't directly compare the differences between Nigerian and Ghanaian Jollof.)",1
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_17_3599769542-10,"Isidudu  Southern Africa A pap dish made to simmer with pumpkin, curried cabbage and liver . Jaffle  South Africa This is a popular variant of a toasted sandwich.  This variant specifically refers to any sandwich with a meat-based filling (usually minced beef), that is toasted in a 'jaffle iron' over an open flame or in an electrical toaster.  Jollof rice  West Africa Also called 'benachin', meaning 'one pot' in the Wolof language of Senegal, this is a popular dish in many parts of West Africa.  It is thought to have originated in Gambia but has since spread to the whole of West Africa, especially Côte d'Ivoire, Ghana, Mali, and Nigeria, among members of the Wolof ethnic group.  Kachumbari  East Africa A fresh tomato and onion salad.  Kebab  Middle East A wide variety of grilled or barbecued meat dishes often skewered (Shish Kebabs) originating in the Middle East and later on adopted in Turkey, Azerbaijan, Southern Europe, South Asia and Asia Minor, now found worldwide.  Kedjenou  Côte d'Ivoire A spicy stew that is slow-cooked in a sealed canari (terra-cotta pot) over fire or coals and prepared with chicken or guinea hen and vegetables.  Kelewele  Ghana and Liberia Fried plantains seasoned with spices.",1,1,1
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_19_654638400-10,"mafé, maffé, maffe, sauce d'arachide, tigadèguèna or tigadene ), is a peanut -based stew common to much of West Africa, and very popular in Senegal, the Gambia, Mali, Guinea and Cote d'Ivoire. Variants of maafe appear in the cuisine of nations throughout West Africa and Central Africa.  With the significant expansion of groundnut cultivation during the colonial period, maafe has become a popular dish across West Africa, and as far east as Cameroon .  Recipes for the stew vary widely, but groundnut stew at its core is cooked with a sauce based on groundnuts ( peanuts ), the West African trinity of tomatoes, onion and chillies, and common protein components are mutton, beef or chicken.  In the coastal regions of Senegal, maafe is frequently made with fish.  Maafe is traditionally served with white rice (in Senegambia), couscous (as West Africa meets the Sahara) or fufu and sweet potatoes in the more tropical areas.  Jollof rice Jollof rice Jollof rice, also called benachin, is a popular dish all over West Africa.  It originated in Senegal but has since spread to the whole of West Africa, especially Nigeria and Ghana amongst members of the Wolof ethnic group, from whom the word 'jollof' originated.  There are many variations of jollof rice.",1,1,1
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_30_407817046-7,"Its origin lies in Senegal but is has spread across the entire area with Nigeria and Ghana considering it their dish as the name is derived from Wolof which is an ethnic group from these areas. The most common basic ingredients are rice, tomatoes and tomato paste, onion, salt, and red pepper.  Beyond that, nearly any kind of meat, vegetable, or spice can be added.  Egusi soup Egusi soup is made with ground Egusi seeds, which is a type of squash or melon.  The seeds are shelled, pounded, and then used to thicken the soup.  The soup itself is rich with vegetables including tomato, okra, bitter leaf, onions, chilli peppers and other greens.  Sometimes the soup is made with seafood, beef, pork or chicken and goat is also a big favourite.  Suya Suya is a spicy kebab (skewered meat) which is very popular in West Africa.  The Hausa people of northern Nigeria, Cameroon, Niger, Ghana and some parts of the Sudan (where it is called agashe), traditionally prepare it.  Suya is generally made with skewered beef, mutton, or chicken.  The thinly sliced meat is marinated in various spices and barbecued.  Suya is served with further helpings of dried pepper mixed with spices and sliced onions.  Have you tried West African Food?",1,1,1
140_4-12,"Nigerian and Ghanaian Jollof are quite different, aren’t they? What region did Jollof rice originate from?",MARCO_57_1935960136-1,"4 Ways to Cook Jollof Rice the Ghanaian Way - wikiHow Categories Food and Entertaining Food Preparation How to Cook Jollof Rice the Ghanaian Way Download Article PRO Explore this Article methods Ingredients 1 Ghanaian Jollof Rice 2 Preparing the meat 3 Creating the stew 4 Adding the Rice + Show 1 more... - Show less...  Other Sections Questions & Answers Video Tips and Warnings Things You'll Need Related Articles References Article Summary Author Info Last Updated: May 29, 2020 Download Article PRO X wikiHow is a “wiki,” similar to Wikipedia, which means that many of our articles are co-written by multiple authors.  To create this article, 9 people, some anonymous, worked to edit and improve it over time.  This article has been viewed 95,381 times.  Learn more...  Jollof (jol-ôf) rice is a popular dish that is enjoyed by Ghanaians, Nigerians, and other West Africans.  Ghana is one of the several coastal countries of West Africa.  Jollof has many variations; the dish can be made with meat, vegetables, or tofu.  The uniquely colored rice is often enjoyed at dinnertime, but is also eaten at various parties and weddings.  The origins of this dish stem from the Wolof people, an ethnic group found in the Senegambian region (Senegal and Gambia).",1,1,1
133_1-1,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,MARCO_20_570989692-3,"For an Ultimate Pampering Mothers Day Gift Basket, gather up any items that would make bath-time a pampering and relaxing experience. Think of how you couple recreate a spa-like ambiance at home.  In keeping with the vanilla theme, the tru mélange candle fit right it, a pumice stone and wooden brush matched as well as a bar of exfoliating and softening oatmeal soap, while being a perfect fit for a sublime bath time.  In the bath department, we also added in the before mentioned beautiful containers of body scrub, body wash and body lotion.  Next, it was time to add in a few extra treats.  Chocolates are always on my list for a pampering experience and while shopping at Sprouts for this gift basket, I picked up a couple containers of various chocolates and divided them into mason jars… because I just think anything in a mason jar is cute!  You could use pretty goodie bags or other gifting containers and add ribbon, tags, etc. Don’t forget something to drink!  Mom’s favorite tea, coffee or wine makes a great pairing for a night of pampering.  Rosé is not only a top choice, it’s also a beautiful one!  This bottle of Gérard Bertrand Coté des Roses was stunning and I knew the bottle could even be reused later on.",1,1,1
133_1-1,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,MARCO_23_1600238475-4,"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?",1,1,1
133_1-1,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,MARCO_36_1287798402-9,"I had one of these in the past and it was so amazing to use after a long day; it really helps relax those tense muscles and tired areas. 3  . Spa Basket EVERY mom loves to be pampered, but sometimes there is not enough time to actually leave the house or it costs a ton of money.  This would be an excellent DIY Mother’s Day gift idea that would leave her feeling rejuvenated and beautiful!  Comfy robe: Nothing gives more of a spa feeling than a white robe.  If you have ever been to a fancy hotel or resort, that is what they always leave for guests.  Putting on this robe will leave mom feeling like a queen of her own palace.  Spa slippers: What would leave more of a spa feeling are slippers to match that comfy bath robe!  So, snag a pair of these to top off the ensemble.  Face care products: Facial care is becoming a hot ticket now, along with chemical peels and charcoal masks.  This one comes highly recommended from a mom blogger than I follow.  It is easy to use and fairly mess free.  The mask is meant to be used sparingly, so perfect for moms that don’t want to follow a routine.",1,1,1
133_1-1,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,MARCO_47_1025193660-5,"She'll adore this highly reviewed self-care box that includes a 9-ounce scented soy candle (choose from more than a dozen options), 2-ounce jar of body butter, handmade bar soap, moisturizing lip balm, travel-size perfume, bag with tea and honey, box of matches and personalized card. Add room spray or bath salts for an extra fee. ___________________________________________________________________________ Natasha McCrary Farm Fresh Spa Experience Tin ($32; uncommongoods.com) Handmade in Alabama, this lovely kit includes pampering products sure to please any mom.  With lavender goat's milk bath tea, a bath truffle, whipped shea cream and lip balm with a hint of mint packaged in a rustic metal tin box, this gift is not only elegant but smells wonderful and offers Mom the perfect amount of self-care.  © Etsy DearAvaGifts",1,1,1
